ground_truth, iters1, iters2, iters3, iters4, iters5, iters6, iters7, iters8, iters9, iters10, iters11, iters12, iters13, iters14, iters15, iters16, iters17, iters18, iters19, iters20, iters21, iters22, iters23, iters24, iters25
0, 16, 6, 4, 10, 4, 7, 15, 0, 0, 18, 0, 15, 4, 18, 4, 2, 7, 13, 10, 18, 21, 13, 0, 0, 0
0, 5, 16, 2, 15, 12, 20, 18, 16, 10, 2, 18, 13, 20, 4, 15, 0, 0, 0, 21, 4, 21, 13, 0, 0, 0
0, 14, 5, 21, 15, 10, 4, 7, 18, 7, 7, 18, 4, 10, 7, 4, 4, 2, 0, 0, 18, 15, 18, 0, 7, 0
0, 4, 15, 4, 0, 7, 5, 10, 2, 4, 7, 9, 4, 13, 0, 15, 0, 7, 0, 0, 4, 0, 0, 7, 0, 0
0, 21, 4, 18, 0, 18, 13, 21, 15, 16, 0, 4, 0, 20, 7, 4, 0, 0, 2, 0, 0, 0, 2, 0, 0, 0
0, 4, 4, 0, 0, 12, 4, 13, 15, 0, 8, 19, 18, 0, 12, 20, 4, 7, 7, 0, 0, 0, 0, 0, 4, 0
0, 22, 5, 21, 4, 4, 18, 18, 9, 4, 2, 4, 18, 4, 17, 0, 4, 0, 0, 4, 15, 0, 0, 0, 0, 0
0, 8, 21, 10, 4, 4, 4, 7, 7, 10, 16, 16, 7, 4, 4, 0, 18, 15, 0, 7, 0, 0, 0, 2, 2, 0
0, 22, 4, 12, 21, 2, 0, 21, 18, 20, 0, 0, 12, 18, 0, 18, 0, 0, 18, 0, 7, 0, 20, 7, 0, 0
0, 21, 18, 4, 21, 4, 19, 0, 4, 4, 6, 4, 4, 0, 0, 0, 7, 4, 0, 18, 0, 4, 0, 0, 0, 2
0, 4, 16, 13, 15, 21, 0, 7, 8, 7, 10, 15, 4, 2, 4, 0, 0, 0, 15, 21, 0, 7, 20, 2, 0, 0
0, 18, 8, 5, 0, 18, 15, 13, 15, 7, 8, 9, 10, 4, 7, 2, 0, 21, 7, 2, 4, 0, 21, 18, 0, 0
0, 15, 7, 21, 10, 1, 7, 17, 0, 7, 4, 18, 4, 0, 10, 7, 4, 18, 0, 4, 7, 2, 16, 0, 7, 4
0, 21, 2, 4, 5, 4, 21, 21, 7, 15, 15, 18, 0, 0, 4, 21, 0, 0, 20, 0, 0, 18, 13, 4, 4, 0
0, 16, 15, 0, 4, 10, 21, 16, 8, 16, 7, 7, 18, 0, 21, 21, 21, 4, 0, 0, 18, 0, 7, 7, 15, 0
1, 7, 6, 14, 17, 1, 19, 14, 9, 2, 17, 1, 7, 22, 19, 1, 1, 8, 11, 1, 1, 1, 9, 1, 1, 1
1, 11, 17, 1, 9, 1, 17, 14, 14, 8, 19, 1, 1, 1, 1, 1, 9, 8, 8, 6, 9, 6, 23, 1, 5, 14
1, 15, 5, 11, 9, 1, 1, 1, 6, 12, 1, 8, 14, 17, 9, 1, 1, 1, 1, 5, 1, 2, 6, 19, 8, 1
1, 14, 10, 11, 22, 5, 6, 20, 1, 1, 8, 1, 1, 1, 8, 2, 1, 9, 11, 1, 8, 1, 1, 9, 1, 19
1, 20, 11, 11, 17, 1, 6, 5, 1, 14, 13, 11, 1, 9, 14, 9, 5, 1, 19, 1, 14, 19, 9, 1, 1, 19
1, 5, 1, 17, 19, 11, 3, 2, 17, 8, 9, 9, 9, 8, 9, 1, 11, 19, 17, 1, 2, 1, 5, 1, 1, 1
1, 23, 5, 6, 11, 6, 1, 11, 11, 14, 17, 1, 1, 11, 1, 1, 9, 5, 1, 1, 9, 1, 9, 9, 22, 1
1, 0, 13, 11, 10, 1, 8, 6, 8, 5, 9, 1, 16, 17, 14, 12, 1, 11, 6, 1, 19, 9, 6, 1, 1, 1
1, 22, 16, 6, 17, 1, 9, 14, 1, 1, 19, 19, 1, 14, 1, 14, 6, 15, 1, 1, 1, 1, 1, 1, 17, 1
1, 19, 8, 5, 14, 19, 1, 13, 9, 20, 17, 9, 1, 19, 11, 11, 6, 5, 9, 1, 20, 9, 1, 1, 5, 1
1, 14, 6, 7, 5, 22, 14, 1, 1, 14, 9, 19, 22, 1, 11, 1, 9, 5, 1, 9, 1, 1, 8, 9, 1, 1
1, 17, 5, 14, 23, 9, 11, 8, 9, 5, 14, 17, 8, 1, 5, 1, 20, 20, 1, 1, 1, 19, 1, 8, 1, 17
1, 3, 2, 6, 1, 21, 22, 2, 22, 11, 1, 1, 1, 1, 17, 1, 1, 14, 1, 6, 1, 5, 1, 1, 1, 19
1, 14, 1, 12, 23, 5, 17, 1, 11, 16, 8, 1, 17, 1, 20, 9, 8, 1, 11, 1, 19, 23, 8, 1, 22, 1
1, 18, 8, 22, 17, 20, 1, 6, 19, 17, 12, 5, 14, 1, 19, 19, 1, 1, 1, 14, 1, 9, 1, 1, 1, 9
2, 17, 16, 21, 7, 20, 8, 5, 5, 22, 22, 8, 0, 2, 12, 7, 2, 13, 20, 1, 15, 6, 7, 2, 2, 5
2, 2, 15, 13, 5, 1, 5, 1, 15, 1, 19, 6, 10, 20, 2, 20, 13, 2, 18, 1, 22, 2, 2, 21, 7, 19
2, 16, 16, 15, 1, 18, 0, 10, 20, 6, 15, 6, 7, 2, 12, 0, 19, 6, 16, 0, 2, 2, 0, 5, 2, 2
2, 13, 18, 1, 12, 4, 23, 13, 5, 17, 13, 15, 10, 15, 9, 20, 19, 2, 20, 8, 2, 1, 5, 0, 12, 12
2, 4, 15, 16, 6, 19, 9, 21, 0, 21, 13, 2, 2, 15, 9, 15, 5, 19, 12, 2, 13, 10, 0, 20, 15, 2
2, 1, 18, 13, 23, 9, 16, 5, 15, 18, 12, 22, 0, 2, 2, 19, 21, 15, 15, 12, 2, 12, 2, 7, 2, 2
2, 7, 5, 22, 12, 0, 15, 19, 16, 1, 0, 12, 15, 2, 4, 12, 20, 19, 20, 20, 7, 7, 13, 2, 2, 12
2, 16, 2, 16, 16, 10, 0, 15, 7, 15, 6, 20, 7, 7, 2, 19, 10, 13, 0, 12, 20, 12, 7, 2, 0, 8
2, 10, 22, 20, 15, 2, 15, 0, 12, 1, 7, 8, 9, 19, 2, 20, 0, 7, 12, 2, 7, 0, 12, 0, 2, 2
2, 10, 21, 2, 0, 14, 13, 2, 18, 18, 7, 4, 21, 2, 19, 20, 13, 7, 2, 19, 15, 7, 13, 0, 7, 6
2, 11, 5, 10, 9, 15, 0, 13, 15, 18, 13, 20, 19, 7, 15, 2, 15, 12, 2, 13, 8, 17, 2, 0, 15, 19
2, 4, 5, 5, 2, 15, 10, 8, 9, 2, 0, 9, 0, 7, 20, 15, 19, 2, 12, 22, 2, 7, 15, 6, 0, 19
2, 4, 21, 13, 16, 0, 16, 7, 15, 7, 12, 10, 19, 2, 12, 19, 13, 10, 15, 5, 20, 15, 19, 0, 7, 20
2, 19, 10, 4, 2, 7, 7, 19, 7, 19, 2, 2, 9, 0, 6, 10, 2, 2, 8, 1, 20, 15, 9, 2, 2, 18
2, 18, 13, 5, 5, 1, 0, 2, 15, 15, 1, 2, 13, 15, 2, 2, 2, 7, 0, 7, 15, 2, 2, 15, 20, 2
3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 14
