ground_truth, iters1, iters2, iters3, iters4, iters5, iters6, iters7, iters8, iters9, iters10, iters11, iters12, iters13, iters14, iters15, iters16, iters17, iters18, iters19, iters20, iters21, iters22, iters23, iters24, iters25
0, 19, 3, 11, 10, 19, 17, 0, 0, 16, 0, 31, 0, 7, 0, 0, 8, 0, 19, 0, 0, 0, 10, 0, 0, 0
0, 19, 28, 19, 0, 8, 11, 3, 0, 30, 0, 0, 16, 16, 19, 0, 0, 19, 16, 20, 0, 0, 0, 0, 12, 0
0, 19, 19, 30, 0, 0, 19, 31, 14, 0, 0, 10, 0, 20, 0, 11, 0, 0, 19, 10, 0, 27, 0, 0, 0, 0
0, 5, 10, 26, 10, 14, 19, 18, 0, 19, 0, 0, 0, 0, 16, 0, 0, 27, 3, 20, 0, 0, 0, 19, 0, 0
0, 0, 10, 0, 8, 1, 3, 0, 27, 19, 19, 0, 0, 19, 0, 0, 8, 0, 27, 0, 28, 19, 10, 19, 0, 0
0, 3, 18, 14, 19, 12, 31, 11, 26, 8, 0, 0, 0, 8, 16, 19, 19, 12, 0, 14, 10, 0, 0, 14, 27, 0
0, 3, 30, 27, 10, 3, 9, 28, 0, 0, 0, 0, 28, 20, 0, 0, 31, 0, 0, 10, 0, 0, 10, 0, 0, 0
0, 6, 19, 19, 12, 19, 15, 18, 19, 30, 0, 16, 0, 19, 0, 0, 0, 0, 8, 0, 0, 0, 10, 19, 0, 0
0, 3, 12, 13, 0, 10, 17, 19, 2, 12, 14, 0, 19, 27, 10, 27, 0, 0, 0, 0, 0, 19, 0, 19, 16, 16
0, 19, 2, 22, 19, 8, 27, 19, 0, 0, 27, 17, 16, 0, 20, 12, 14, 0, 30, 10, 0, 0, 0, 0, 20, 0
0, 10, 10, 24, 3, 19, 0, 8, 3, 0, 19, 0, 0, 27, 0, 0, 14, 0, 27, 28, 0, 0, 0, 12, 0, 0
0, 0, 5, 14, 19, 28, 14, 19, 0, 0, 19, 12, 19, 16, 0, 14, 16, 0, 0, 12, 0, 16, 14, 0, 0, 27
0, 6, 29, 10, 26, 11, 14, 10, 28, 11, 10, 3, 0, 14, 16, 16, 28, 0, 0, 0, 7, 18, 0, 19, 0, 0
0, 3, 14, 3, 0, 19, 20, 0, 11, 0, 8, 19, 0, 16, 27, 0, 31, 0, 0, 0, 3, 8, 0, 0, 19, 8
0, 19, 19, 30, 22, 19, 16, 20, 0, 0, 3, 0, 20, 10, 24, 0, 0, 10, 12, 19, 16, 10, 3, 0, 0, 0
1, 22, 13, 29, 25, 21, 3, 1, 20, 3, 25, 1, 1, 25, 21, 1, 1, 11, 1, 1, 1, 1, 25, 1, 1, 1
1, 19, 24, 8, 29, 24, 21, 8, 9, 1, 3, 3, 1, 1, 9, 1, 1, 1, 21, 1, 1, 29, 1, 1, 1, 1
1, 19, 19, 5, 9, 1, 1, 1, 1, 15, 21, 9, 1, 1, 3, 1, 21, 25, 1, 1, 1, 19, 25, 1, 13, 1
1, 19, 3, 1, 19, 25, 12, 1, 1, 23, 1, 1, 29, 21, 1, 1, 1, 1, 1, 9, 25, 1, 1, 9, 20, 25
1, 19, 18, 29, 9, 1, 1, 13, 23, 23, 1, 23, 3, 25, 15, 1, 25, 1, 1, 13, 1, 1, 1, 1, 13, 1
1, 19, 1, 25, 21, 25, 1, 19, 1, 1, 3, 1, 1, 1, 25, 1, 1, 24, 1, 9, 1, 1, 1, 1, 21, 1
1, 5, 3, 3, 18, 1, 29, 1, 1, 1, 1, 9, 1, 1, 21, 1, 1, 13, 21, 15, 1, 1, 1, 13, 1, 1
1, 13, 19, 15, 19, 25, 19, 1, 19, 17, 7, 3, 19, 25, 23, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
1, 5, 19, 21, 1, 13, 25, 1, 1, 1, 1, 1, 31, 1, 9, 23, 1, 25, 1, 1, 9, 1, 1, 1, 1, 1
1, 5, 13, 23, 29, 9, 20, 17, 21, 1, 21, 1, 1, 15, 1, 5, 1, 1, 1, 1, 1, 1, 1, 25, 1, 1
1, 19, 13, 1, 13, 15, 13, 13, 9, 1, 13, 8, 8, 1, 1, 1, 9, 1, 1, 1, 1, 1, 1, 1, 1, 1
1, 25, 3, 23, 13, 7, 9, 15, 23, 9, 1, 1, 1, 1, 21, 1, 23, 1, 1, 1, 15, 1, 1, 1, 1, 3
1, 3, 10, 7, 21, 25, 17, 15, 1, 23, 1, 1, 25, 15, 1, 17, 1, 1, 1, 1, 1, 1, 13, 1, 1, 1
1, 5, 24, 5, 3, 3, 1, 9, 1, 21, 1, 23, 25, 1, 13, 1, 5, 13, 1, 1, 9, 1, 1, 1, 1, 1
1, 13, 17, 5, 9, 21, 15, 21, 1, 23, 23, 1, 17, 1, 1, 15, 1, 1, 1, 9, 1, 1, 25, 1, 1, 1
2, 3, 2, 31, 2, 26, 30, 2, 26, 31, 18, 2, 2, 2, 2, 26, 2, 2, 2, 2, 2, 2, 14, 2, 2, 2
