ground_truth, iters1, iters2, iters3, iters4, iters5, iters6, iters7, iters8, iters9, iters10, iters11, iters12, iters13, iters14, iters15, iters16, iters17, iters18, iters19, iters20, iters21, iters22, iters23, iters24, iters25
0, 4, 12, 4, 4, 6, 10, 0, 0, 0, 0, 2, 0, 4, 15, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0
0, 0, 14, 9, 10, 15, 6, 13, 4, 4, 0, 0, 11, 0, 0, 6, 0, 0, 2, 0, 0, 0, 12, 2, 4, 7
0, 4, 10, 4, 10, 6, 0, 10, 0, 0, 0, 0, 0, 0, 0, 2, 0, 10, 0, 0, 0, 2, 0, 6, 15, 0
0, 10, 4, 0, 9, 0, 11, 4, 1, 0, 0, 0, 13, 0, 0, 0, 0, 4, 0, 0, 0, 7, 13, 0, 0, 0
0, 4, 7, 10, 4, 15, 4, 10, 6, 0, 7, 0, 0, 0, 0, 6, 2, 2, 10, 0, 13, 10, 0, 0, 0, 0
0, 12, 2, 4, 10, 9, 4, 12, 2, 6, 13, 2, 0, 0, 0, 4, 0, 2, 0, 10, 0, 0, 0, 4, 0, 0
0, 0, 8, 4, 1, 0, 6, 4, 13, 12, 2, 12, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 4, 0
0, 12, 6, 2, 10, 15, 12, 13, 4, 2, 2, 0, 6, 4, 0, 0, 0, 2, 0, 0, 4, 7, 0, 0, 7, 0
0, 2, 2, 9, 6, 10, 13, 2, 4, 4, 12, 2, 0, 2, 0, 4, 0, 0, 0, 0, 6, 12, 0, 0, 0, 0
0, 10, 12, 2, 12, 4, 0, 0, 4, 13, 13, 10, 0, 4, 0, 10, 12, 6, 12, 0, 10, 0, 4, 0, 0, 0
0, 0, 4, 4, 12, 4, 13, 7, 13, 2, 0, 2, 0, 0, 0, 4, 0, 15, 0, 10, 0, 10, 13, 0, 0, 0
0, 0, 10, 6, 0, 0, 7, 10, 6, 12, 0, 0, 0, 0, 4, 0, 4, 7, 0, 0, 0, 0, 2, 0, 7, 0
0, 10, 2, 15, 12, 12, 4, 2, 13, 10, 4, 0, 2, 10, 9, 0, 2, 0, 0, 0, 0, 0, 0, 0, 4, 0
0, 4, 9, 11, 10, 6, 0, 4, 0, 2, 0, 0, 0, 0, 0, 13, 4, 0, 0, 0, 0, 0, 7, 4, 13, 0
0, 13, 12, 2, 7, 4, 13, 13, 13, 10, 0, 0, 0, 12, 0, 6, 0, 0, 0, 0, 0, 7, 0, 0, 12, 0
1, 9, 13, 1, 5, 0, 5, 6, 9, 1, 1, 1, 1, 1, 1, 6, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1
1, 8, 1, 4, 1, 1, 1, 9, 1, 2, 1, 1, 1, 9, 1, 1, 6, 1, 5, 5, 9, 1, 1, 6, 1, 1
1, 2, 12, 9, 14, 1, 14, 2, 6, 5, 1, 5, 1, 1, 1, 1, 6, 8, 1, 1, 1, 1, 1, 1, 1, 1
1, 12, 1, 1, 1, 9, 13, 2, 1, 6, 13, 0, 1, 14, 1, 1, 5, 1, 1, 1, 1, 1, 2, 2, 1, 1
1, 2, 12, 9, 1, 8, 9, 5, 2, 9, 6, 1, 1, 6, 5, 1, 13, 1, 1, 6, 1, 1, 1, 1, 2, 1
