ground_truth, iters1, iters2, iters3, iters4, iters5, iters6, iters7, iters8, iters9, iters10, iters11, iters12, iters13, iters14, iters15, iters16, iters17, iters18, iters19, iters20, iters21, iters22, iters23, iters24, iters25
0, 0, 22, 18, 19, 5, 7, 7, 4, 0, 7, 7, 16, 13, 0, 0, 4, 21, 2, 13, 0, 0, 15, 4, 0, 4
0, 1, 11, 4, 20, 21, 2, 12, 15, 10, 0, 0, 13, 15, 18, 2, 7, 0, 2, 0, 0, 20, 16, 15, 18, 0
0, 4, 19, 4, 20, 0, 4, 7, 4, 15, 4, 2, 0, 0, 4, 12, 12, 2, 0, 0, 0, 0, 7, 2, 18, 20
0, 4, 16, 16, 4, 4, 15, 0, 4, 2, 4, 0, 10, 18, 0, 0, 0, 2, 0, 0, 21, 10, 4, 0, 0, 0
0, 4, 4, 2, 17, 19, 21, 13, 18, 15, 7, 15, 4, 5, 0, 0, 4, 0, 7, 4, 4, 4, 13, 12, 0, 2
0, 4, 16, 21, 18, 15, 13, 0, 4, 21, 7, 4, 0, 18, 21, 0, 0, 0, 0, 0, 0, 15, 0, 21, 0, 10
0, 4, 0, 18, 0, 4, 4, 15, 18, 0, 0, 7, 18, 2, 0, 0, 20, 0, 0, 18, 7, 0, 0, 4, 0, 0
0, 5, 12, 4, 0, 15, 21, 15, 0, 4, 4, 4, 5, 0, 5, 0, 4, 0, 18, 20, 13, 0, 10, 7, 4, 15
0, 4, 18, 8, 4, 4, 4, 4, 18, 0, 0, 4, 12, 4, 15, 0, 10, 0, 15, 0, 0, 21, 4, 2, 0, 0
0, 5, 11, 18, 21, 13, 20, 0, 10, 10, 12, 0, 0, 2, 0, 0, 15, 0, 0, 10, 4, 10, 0, 21, 10, 0
0, 2, 10, 21, 0, 0, 18, 21, 0, 18, 18, 4, 0, 0, 10, 21, 0, 21, 18, 2, 7, 0, 0, 18, 4, 0
0, 4, 2, 5, 17, 18, 7, 0, 12, 4, 20, 7, 0, 15, 21, 2, 15, 0, 4, 2, 21, 15, 0, 0, 18, 0
0, 16, 7, 12, 4, 6, 4, 12, 17, 0, 7, 21, 20, 7, 6, 4, 13, 4, 12, 7, 16, 7, 18, 0, 0, 0
0, 4, 22, 4, 16, 10, 18, 4, 4, 18, 18, 12, 20, 4, 0, 21, 0, 0, 18, 0, 4, 15, 0, 0, 18, 0
0, 8, 15, 5, 4, 18, 4, 12, 19, 2, 4, 18, 0, 21, 0, 16, 13, 0, 0, 18, 4, 4, 0, 12, 0, 0
1, 3, 17, 23, 11, 23, 1, 9, 6, 1, 1, 19, 6, 1, 6, 1, 23, 1, 9, 14, 12, 1, 1, 2, 1, 5
1, 5, 1, 1, 5, 14, 22, 11, 1, 17, 1, 6, 5, 6, 19, 11, 11, 1, 15, 9, 1, 1, 19, 1, 1, 1
1, 3, 12, 6, 11, 5, 0, 17, 5, 14, 5, 9, 1, 6, 1, 1, 17, 14, 20, 1, 1, 1, 1, 9, 19, 1
1, 0, 17, 22, 14, 11, 17, 1, 5, 1, 19, 1, 6, 2, 11, 17, 17, 6, 1, 1, 1, 1, 1, 9, 9, 1
1, 4, 16, 18, 19, 1, 23, 11, 9, 19, 6, 6, 1, 11, 1, 1, 11, 9, 9, 1, 19, 5, 9, 14, 1, 1
1, 4, 6, 16, 22, 6, 19, 5, 6, 14, 9, 1, 1, 19, 23, 2, 15, 11, 1, 1, 1, 1, 11, 1, 8, 1
1, 14, 16, 8, 11, 19, 19, 5, 2, 9, 1, 5, 14, 1, 6, 19, 1, 5, 9, 12, 1, 9, 9, 19, 1, 19
1, 4, 21, 2, 5, 8, 10, 0, 19, 5, 9, 1, 5, 1, 1, 20, 20, 19, 5, 6, 6, 17, 5, 1, 1, 1
1, 17, 22, 5, 6, 19, 17, 9, 9, 20, 11, 1, 1, 1, 9, 5, 8, 1, 1, 14, 6, 1, 1, 1, 1, 19
1, 2, 8, 16, 0, 6, 12, 17, 5, 3, 5, 6, 1, 11, 19, 23, 1, 17, 5, 1, 17, 17, 1, 1, 1, 8
1, 22, 7, 19, 20, 5, 1, 1, 1, 14, 15, 8, 1, 15, 19, 6, 1, 1, 6, 6, 9, 6, 1, 10, 1, 1
1, 11, 23, 23, 1, 6, 22, 1, 1, 6, 11, 14, 17, 19, 20, 1, 8, 1, 1, 14, 1, 1, 1, 9, 1, 1
1, 3, 2, 8, 1, 14, 8, 22, 8, 2, 1, 19, 9, 19, 1, 1, 20, 22, 1, 9, 1, 19, 1, 1, 1, 1
1, 3, 11, 2, 2, 7, 1, 6, 20, 2, 1, 1, 1, 1, 1, 19, 9, 10, 1, 19, 9, 17, 1, 22, 1, 8
1, 1, 4, 22, 17, 11, 23, 1, 1, 14, 1, 19, 22, 1, 1, 9, 1, 22, 9, 1, 1, 1, 1, 9, 6, 1
2, 4, 14, 21, 12, 1, 5, 12, 21, 9, 7, 20, 19, 0, 8, 12, 15, 20, 2, 2, 7, 5, 0, 18, 19, 1
2, 23, 17, 16, 2, 2, 0, 18, 9, 1, 20, 2, 0, 9, 18, 13, 19, 15, 13, 0, 8, 20, 13, 19, 19, 15
2, 11, 22, 2, 2, 18, 6, 19, 7, 8, 7, 12, 0, 16, 5, 13, 22, 2, 13, 19, 2, 0, 2, 6, 2, 0
2, 1, 17, 18, 10, 22, 0, 7, 5, 20, 12, 10, 15, 9, 0, 15, 13, 5, 2, 2, 2, 0, 12, 13, 15, 12
2, 16, 21, 14, 20, 1, 6, 18, 15, 2, 19, 6, 20, 17, 20, 9, 12, 12, 5, 15, 20, 2, 6, 5, 0, 16
2, 18, 0, 21, 6, 17, 17, 12, 2, 0, 15, 1, 0, 12, 7, 5, 0, 9, 0, 19, 15, 12, 7, 2, 7, 2
2, 16, 1, 2, 9, 20, 5, 2, 6, 17, 10, 12, 2, 12, 12, 18, 19, 20, 18, 2, 19, 2, 15, 21, 10, 2
