ground_truth, iters1, iters2, iters3, iters4, iters5, iters6, iters7, iters8, iters9, iters10, iters11, iters12, iters13, iters14, iters15, iters16, iters17, iters18, iters19, iters20, iters21, iters22, iters23, iters24, iters25
0, 19, 10, 18, 20, 14, 10, 27, 0, 31, 0, 20, 12, 12, 12, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0
0, 18, 10, 10, 0, 14, 19, 16, 12, 10, 16, 14, 27, 20, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 12, 19
0, 19, 2, 16, 27, 0, 10, 10, 12, 0, 20, 0, 20, 18, 16, 0, 0, 0, 16, 19, 19, 19, 10, 0, 16, 0
0, 19, 5, 18, 19, 0, 8, 17, 27, 19, 0, 19, 10, 14, 30, 0, 11, 3, 0, 0, 0, 20, 0, 10, 19, 0
0, 19, 0, 26, 13, 0, 18, 0, 19, 19, 11, 0, 0, 16, 31, 0, 0, 0, 0, 8, 12, 0, 10, 0, 0, 0
0, 19, 16, 3, 20, 27, 19, 27, 0, 19, 19, 1, 7, 0, 27, 0, 16, 10, 27, 19, 0, 0, 3, 0, 0, 0
0, 3, 6, 24, 2, 19, 17, 27, 11, 0, 19, 10, 19, 10, 12, 28, 0, 0, 0, 27, 11, 0, 0, 0, 0, 19
0, 13, 23, 10, 19, 12, 19, 0, 19, 0, 20, 9, 28, 12, 27, 19, 19, 0, 19, 0, 27, 0, 0, 0, 0, 0
0, 26, 19, 3, 26, 0, 19, 30, 4, 0, 10, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 28, 0
0, 19, 10, 10, 10, 16, 3, 15, 0, 0, 14, 0, 14, 20, 19, 27, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0
0, 19, 11, 19, 12, 19, 17, 10, 0, 0, 19, 8, 0, 27, 27, 0, 19, 0, 0, 0, 20, 0, 0, 0, 19, 0
0, 26, 16, 29, 17, 19, 18, 19, 27, 28, 0, 3, 0, 20, 20, 0, 19, 0, 0, 27, 0, 16, 0, 19, 20, 19
0, 0, 14, 30, 18, 4, 10, 0, 0, 0, 20, 0, 8, 11, 19, 0, 0, 0, 10, 0, 19, 8, 0, 0, 16, 0
0, 22, 19, 28, 31, 7, 27, 10, 2, 7, 0, 19, 20, 3, 0, 12, 0, 0, 0, 0, 0, 14, 0, 0, 16, 19
0, 10, 20, 10, 0, 0, 19, 0, 19, 12, 20, 10, 10, 20, 8, 20, 27, 0, 0, 0, 0, 20, 0, 16, 20, 0
1, 29, 24, 25, 29, 25, 13, 13, 1, 19, 1, 1, 13, 1, 3, 1, 23, 1, 1, 1, 15, 25, 13, 23, 23, 23
1, 19, 21, 4, 1, 1, 4, 13, 1, 21, 13, 1, 21, 13, 23, 1, 3, 1, 3, 1, 1, 1, 1, 1, 1, 25
1, 26, 19, 25, 24, 1, 1, 24, 25, 13, 1, 24, 1, 1, 1, 25, 1, 1, 1, 17, 19, 1, 1, 1, 1, 1
1, 13, 1, 13, 25, 1, 29, 9, 21, 9, 3, 17, 1, 9, 1, 1, 1, 17, 15, 1, 1, 1, 21, 9, 25, 1
1, 19, 24, 5, 21, 5, 1, 21, 21, 1, 15, 23, 1, 25, 15, 1, 1, 1, 8, 25, 25, 13, 1, 3, 1, 1
1, 5, 5, 3, 31, 30, 24, 1, 25, 1, 23, 1, 1, 1, 3, 1, 15, 1, 1, 1, 1, 1, 1, 1, 1, 1
1, 13, 11, 7, 3, 23, 19, 13, 23, 9, 9, 5, 13, 1, 29, 1, 13, 1, 1, 3, 23, 1, 1, 25, 1, 1
1, 19, 21, 29, 3, 3, 25, 1, 17, 21, 17, 1, 1, 7, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 15, 1
1, 5, 19, 3, 15, 17, 5, 21, 1, 19, 1, 1, 27, 1, 25, 1, 1, 1, 1, 13, 13, 1, 1, 23, 1, 17
1, 3, 1, 27, 24, 13, 17, 1, 21, 1, 1, 1, 13, 21, 29, 1, 1, 3, 1, 1, 23, 1, 1, 1, 1, 1
1, 3, 24, 17, 15, 20, 23, 5, 13, 13, 3, 1, 25, 1, 1, 1, 1, 20, 1, 21, 1, 1, 1, 21, 1, 1
1, 5, 5, 11, 17, 1, 25, 23, 1, 1, 19, 18, 1, 1, 1, 1, 21, 1, 1, 1, 1, 1, 25, 13, 1, 1
1, 5, 30, 21, 27, 24, 24, 13, 9, 1, 1, 13, 15, 23, 3, 3, 9, 3, 25, 1, 1, 17, 1, 1, 1, 1
1, 0, 5, 3, 9, 19, 1, 17, 9, 1, 23, 13, 15, 1, 1, 23, 1, 1, 1, 1, 1, 21, 21, 1, 1, 1
1, 3, 5, 1, 11, 15, 20, 10, 8, 1, 1, 1, 23, 1, 1, 31, 1, 1, 1, 1, 9, 1, 3, 1, 1, 17
2, 6, 0, 22, 22, 31, 31, 28, 22, 2, 2, 28, 2, 2, 2, 31, 2, 2, 8, 2, 28, 2, 2, 2, 12, 4
2, 10, 26, 16, 0, 2, 2, 26, 22, 4, 2, 22, 2, 2, 26, 2, 2, 22, 2, 2, 11, 26, 2, 4, 12, 2
