ground_truth, iters1, iters2, iters3, iters4, iters5, iters6, iters7, iters8, iters9, iters10, iters11, iters12, iters13, iters14, iters15, iters16, iters17, iters18, iters19, iters20, iters21, iters22, iters23, iters24, iters25
0, 10, 8, 15, 4, 0, 0, 0, 10, 4, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 6, 0, 0
0, 4, 15, 11, 0, 15, 9, 6, 12, 0, 2, 0, 4, 0, 4, 6, 0, 0, 15, 0, 0, 0, 0, 0, 2, 0
0, 4, 2, 7, 6, 0, 0, 13, 4, 4, 12, 0, 0, 0, 0, 0, 4, 0, 0, 12, 0, 0, 0, 15, 4, 0
0, 0, 10, 4, 4, 10, 0, 0, 10, 2, 12, 2, 2, 10, 10, 9, 0, 0, 0, 12, 4, 12, 7, 10, 0, 0
0, 4, 4, 12, 4, 2, 2, 6, 0, 4, 6, 4, 0, 4, 4, 0, 0, 0, 10, 0, 0, 0, 4, 0, 7, 4
0, 10, 1, 10, 0, 12, 12, 10, 0, 2, 0, 15, 0, 0, 4, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0
0, 1, 0, 6, 4, 0, 0, 4, 15, 0, 0, 6, 0, 15, 2, 13, 0, 0, 0, 10, 2, 0, 7, 0, 4, 0
0, 4, 2, 12, 9, 2, 0, 0, 2, 4, 0, 10, 0, 10, 0, 0, 0, 15, 0, 0, 7, 0, 0, 0, 4, 10
0, 4, 10, 4, 7, 0, 0, 4, 7, 0, 6, 4, 0, 0, 0, 2, 0, 4, 12, 7, 0, 0, 4, 0, 0, 0
0, 9, 0, 4, 1, 6, 7, 7, 0, 0, 0, 7, 12, 7, 10, 0, 4, 0, 12, 4, 0, 0, 0, 0, 0, 0
0, 10, 0, 10, 13, 0, 0, 0, 0, 7, 15, 15, 4, 4, 4, 15, 7, 0, 2, 0, 0, 0, 0, 0, 0, 0
0, 4, 2, 0, 4, 2, 0, 6, 2, 0, 0, 13, 10, 4, 4, 10, 13, 2, 0, 0, 0, 0, 0, 0, 0, 10
0, 8, 8, 1, 2, 4, 2, 0, 4, 10, 4, 0, 12, 0, 15, 0, 4, 0, 0, 0, 4, 0, 12, 0, 0, 0
0, 15, 10, 13, 0, 13, 13, 0, 0, 4, 4, 13, 0, 2, 4, 2, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0
0, 1, 10, 4, 0, 12, 9, 0, 0, 12, 7, 0, 4, 0, 7, 0, 7, 4, 0, 0, 7, 2, 0, 6, 0, 0
1, 4, 5, 9, 13, 8, 1, 6, 6, 5, 9, 2, 1, 1, 1, 6, 1, 1, 1, 1, 9, 5, 14, 1, 1, 1
1, 5, 8, 9, 1, 6, 1, 2, 8, 6, 1, 1, 1, 1, 2, 1, 1, 6, 1, 1, 2, 5, 1, 1, 1, 1
1, 5, 11, 7, 0, 1, 2, 2, 9, 9, 1, 1, 1, 1, 1, 2, 1, 5, 1, 1, 5, 1, 1, 1, 1, 1
1, 2, 10, 11, 8, 1, 1, 5, 13, 1, 9, 6, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2
1, 1, 9, 5, 8, 6, 1, 2, 1, 2, 1, 1, 1, 1, 1, 1, 2, 1, 9, 1, 2, 1, 1, 9, 1, 1
1, 2, 12, 7, 13, 9, 6, 2, 1, 1, 9, 1, 1, 1, 2, 6, 1, 15, 1, 2, 1, 8, 1, 1, 1, 9
1, 5, 10, 1, 12, 8, 9, 1, 1, 1, 1, 1, 2, 1, 9, 1, 1, 1, 13, 1, 2, 1, 2, 13, 1, 1
1, 1, 8, 2, 9, 8, 8, 13, 1, 5, 1, 6, 1, 5, 1, 9, 8, 1, 1, 6, 1, 1, 1, 8, 1, 6
1, 1, 8, 1, 14, 9, 6, 9, 1, 13, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 14, 1, 1, 1
1, 1, 1, 0, 1, 9, 8, 9, 14, 6, 9, 9, 1, 1, 1, 2, 1, 6, 1, 5, 1, 1, 9, 1, 1, 1
1, 2, 9, 8, 11, 6, 2, 6, 6, 1, 1, 6, 1, 6, 2, 1, 8, 1, 5, 1, 6, 1, 1, 1, 1, 8
1, 13, 8, 4, 13, 11, 1, 1, 6, 1, 9, 8, 2, 1, 1, 1, 1, 2, 1, 1, 9, 1, 1, 1, 1, 1
1, 3, 10, 2, 14, 13, 9, 6, 2, 13, 7, 1, 1, 2, 8, 1, 1, 2, 2, 2, 1, 1, 1, 2, 1, 1
1, 1, 5, 15, 0, 5, 1, 1, 1, 1, 6, 5, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 2, 1
1, 0, 10, 9, 2, 13, 1, 5, 2, 1, 5, 1, 1, 1, 2, 1, 1, 1, 5, 2, 1, 1, 1, 1, 1, 1
2, 1, 10, 0, 1, 9, 2, 9, 2, 7, 2, 6, 0, 0, 13, 2, 2, 13, 13, 2, 13, 1, 1, 6, 2, 1
2, 2, 10, 4, 0, 9, 2, 2, 0, 2, 2, 0, 2, 9, 2, 6, 2, 2, 6, 2, 2, 2, 1, 6, 0, 2
2, 6, 0, 2, 8, 2, 9, 2, 0, 0, 13, 6, 2, 2, 2, 2, 2, 2, 2, 13, 12, 2, 2, 2, 2, 13
2, 8, 9, 4, 2, 2, 2, 13, 6, 6, 1, 2, 2, 1, 6, 13, 2, 13, 1, 2, 2, 2, 2, 2, 2, 6
2, 8, 2, 9, 2, 11, 13, 2, 2, 9, 6, 1, 2, 1, 9, 0, 2, 13, 6, 0, 2, 13, 0, 2, 2, 2
2, 1, 5, 12, 15, 1, 11, 0, 0, 7, 13, 7, 13, 13, 1, 2, 13, 13, 2, 6, 0, 6, 2, 2, 2, 2
2, 1, 5, 9, 14, 2, 9, 1, 2, 2, 2, 2, 0, 2, 2, 2, 2, 2, 2, 13, 6, 2, 2, 7, 2, 13
2, 2, 0, 1, 12, 6, 8, 6, 0, 13, 1, 0, 2, 2, 2, 1, 2, 1, 2, 2, 2, 13, 0, 0, 2, 2
2, 1, 1, 2, 1, 9, 6, 9, 2, 1, 2, 2, 2, 2, 2, 1, 13, 2, 1, 13, 0, 2, 0, 2, 0, 0
2, 4, 6, 7, 14, 2, 1, 13, 2, 2, 2, 2, 13, 2, 2, 1, 2, 2, 2, 2, 2, 2, 0, 2, 2, 2
2, 1, 2, 4, 1, 1, 2, 9, 9, 13, 13, 8, 1, 0, 2, 2, 2, 1, 6, 1, 2, 2, 0, 2, 6, 1
2, 1, 15, 13, 9, 9, 6, 9, 13, 2, 0, 0, 1, 2, 13, 13, 2, 2, 1, 2, 2, 2, 2, 13, 2, 2
2, 5, 0, 15, 7, 4, 2, 5, 1, 2, 2, 1, 2, 1, 2, 9, 2, 2, 2, 6, 6, 2, 2, 2, 2, 2
2, 3, 4, 0, 7, 15, 11, 1, 1, 0, 9, 2, 2, 1, 13, 9, 6, 1, 2, 2, 2, 2, 2, 0, 6, 13
2, 15, 1, 4, 13, 10, 15, 13, 0, 0, 2, 6, 6, 2, 2, 9, 2, 2, 2, 9, 2, 2, 2, 1, 2, 2
3, 5, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3
3, 5, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3
3, 3, 5, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3
3, 8, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3
3, 5, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3
3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3
3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3
3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3
3, 3, 11, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3
3, 8, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3
3, 9, 3, 3, 3, 8, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3
3, 8, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3
3, 3, 3, 5, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3
3, 14, 8, 3, 3, 3, 3, 5, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3
3, 5, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3
4, 8, 10, 4, 4, 10, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 15, 10, 4, 4, 4, 4, 4, 4, 4, 4
4, 12, 10, 4, 4, 4, 10, 0, 4, 4, 4, 4, 0, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4
4, 4, 4, 4, 4, 4, 4, 10, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4
4, 10, 4, 4, 2, 10, 4, 4, 4, 12, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4
4, 4, 4, 4, 4, 0, 4, 4, 12, 4, 4, 4, 4, 4, 4, 0, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4
4, 13, 4, 4, 12, 15, 4, 4, 0, 4, 0, 4, 10, 4, 4, 4, 4, 4, 0, 4, 4, 4, 4, 4, 4, 4
4, 2, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4
4, 1, 4, 4, 0, 4, 4, 4, 4, 4, 4, 0, 4, 4, 4, 0, 4, 4, 4, 4, 4, 4, 4, 4, 4, 0
4, 0, 4, 0, 4, 4, 13, 4, 4, 10, 4, 4, 4, 10, 4, 10, 4, 4, 4, 4, 0, 4, 0, 4, 4, 4
4, 1, 14, 4, 10, 4, 4, 4, 0, 10, 4, 4, 4, 4, 4, 4, 10, 4, 4, 4, 0, 4, 4, 4, 4, 4
4, 4, 4, 0, 4, 4, 0, 4, 4, 4, 4, 4, 4, 4, 4, 4, 0, 0, 0, 4, 4, 4, 4, 4, 4, 4
4, 4, 0, 10, 4, 12, 4, 4, 4, 4, 4, 4, 10, 4, 4, 7, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4
4, 4, 10, 4, 4, 4, 10, 4, 4, 4, 4, 4, 4, 0, 0, 4, 4, 4, 4, 4, 0, 4, 10, 4, 4, 4
4, 10, 0, 4, 4, 4, 4, 4, 4, 4, 0, 4, 4, 4, 10, 10, 0, 4, 4, 4, 4, 4, 0, 4, 4, 4
4, 12, 4, 4, 12, 4, 4, 4, 4, 4, 4, 0, 4, 4, 4, 4, 4, 0, 4, 4, 4, 4, 4, 4, 4, 4
5, 3, 5, 5, 14, 1, 5, 5, 14, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5
5, 3, 3, 5, 8, 5, 5, 5, 5, 5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5
5, 3, 14, 5, 3, 5, 5, 8, 5, 5, 3, 5, 8, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5
5, 8, 1, 5, 13, 5, 5, 14, 5, 5, 5, 5, 5, 5, 5, 5, 11, 5, 1, 5, 5, 5, 5, 5, 5, 5
5, 14, 14, 5, 9, 5, 5, 5, 8, 5, 5, 5, 5, 8, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5
5, 5, 7, 6, 9, 5, 5, 5, 5, 5, 5, 5, 1, 5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5
5, 1, 5, 8, 8, 5, 5, 9, 5, 5, 8, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5
5, 1, 3, 5, 5, 5, 5, 5, 9, 8, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 8, 5, 5, 5, 5
5, 8, 2, 3, 5, 1, 9, 3, 8, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5
5, 5, 14, 5, 3, 5, 1, 5, 5, 5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5
5, 8, 9, 8, 5, 5, 5, 8, 5, 5, 8, 8, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 8, 5
5, 4, 14, 5, 5, 5, 5, 5, 5, 5, 8, 5, 5, 5, 5, 5, 5, 5, 5, 8, 5, 5, 5, 5, 5, 5
5, 2, 10, 5, 10, 1, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5
5, 8, 1, 8, 5, 5, 5, 8, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5
5, 3, 5, 8, 8, 5, 5, 5, 5, 5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 8, 5, 5, 5, 5
6, 1, 10, 9, 1, 7, 15, 2, 6, 13, 6, 7, 12, 6, 6, 7, 6, 10, 0, 6, 0, 12, 6, 6, 6, 6
6, 3, 6, 4, 2, 5, 6, 1, 6, 6, 0, 6, 10, 6, 6, 7, 15, 6, 0, 7, 6, 6, 6, 6, 6, 6
6, 8, 15, 6, 1, 15, 6, 6, 6, 6, 6, 6, 11, 0, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 7
6, 13, 1, 14, 0, 10, 7, 1, 10, 6, 6, 15, 10, 6, 0, 6, 6, 6, 2, 0, 6, 6, 6, 6, 6, 6
