ground_truth, iters1, iters2, iters3, iters4, iters5, iters6, iters7, iters8, iters9, iters10, iters11, iters12, iters13, iters14, iters15, iters16, iters17, iters18, iters19, iters20, iters21, iters22, iters23, iters24, iters25
0, 0, 4, 14, 4, 0, 14, 0, 0, 8, 0, 14, 4, 0, 12, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 14
0, 4, 0, 8, 14, 8, 14, 14, 12, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 8, 0, 12, 4, 0, 12, 0, 4, 0, 8, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4
0, 8, 0, 8, 0, 14, 0, 4, 0, 4, 0, 0, 14, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 8, 4, 8, 14, 0, 0, 8, 8, 12, 0, 14, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12
0, 8, 8, 0, 6, 4, 12, 0, 0, 0, 14, 0, 8, 12, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 8, 0
0, 6, 8, 0, 8, 0, 12, 8, 12, 0, 0, 8, 0, 0, 0, 0, 12, 0, 0, 6, 0, 0, 0, 14, 0, 0
0, 8, 8, 4, 2, 14, 6, 0, 10, 4, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4
0, 8, 12, 2, 6, 8, 0, 6, 6, 14, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0
0, 12, 8, 0, 4, 0, 4, 6, 4, 0, 0, 0, 4, 14, 8, 0, 4, 0, 0, 12, 0, 8, 0, 0, 0, 0
0, 4, 8, 12, 8, 6, 14, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 4, 0, 0, 0, 0, 0
0, 4, 0, 4, 4, 0, 8, 0, 14, 0, 0, 0, 0, 0, 0, 14, 14, 8, 0, 4, 0, 0, 0, 0, 0, 0
0, 2, 12, 8, 8, 4, 2, 14, 12, 4, 8, 0, 8, 0, 0, 0, 0, 0, 0, 6, 0, 14, 0, 0, 0, 0
0, 2, 8, 4, 8, 0, 0, 14, 0, 0, 0, 0, 8, 0, 14, 4, 0, 0, 0, 14, 0, 0, 0, 0, 8, 0
0, 2, 9, 9, 12, 0, 8, 14, 14, 0, 0, 12, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14
1, 5, 2, 5, 14, 14, 5, 9, 1, 3, 15, 15, 9, 15, 15, 15, 1, 1, 1, 1, 2, 7, 10, 1, 3, 1
1, 5, 15, 15, 2, 5, 1, 1, 1, 3, 1, 13, 1, 1, 5, 1, 6, 1, 1, 1, 1, 1, 1, 7, 9, 1
1, 5, 9, 1, 5, 1, 15, 5, 7, 9, 3, 5, 1, 9, 9, 6, 1, 1, 1, 7, 1, 1, 3, 1, 1, 1
1, 11, 7, 15, 13, 9, 1, 3, 3, 1, 3, 6, 5, 6, 13, 1, 1, 9, 1, 1, 3, 1, 7, 1, 7, 1
1, 11, 3, 6, 7, 6, 3, 6, 7, 12, 1, 1, 6, 1, 1, 1, 1, 15, 1, 1, 1, 1, 15, 1, 9, 1
1, 11, 9, 2, 6, 1, 10, 9, 1, 15, 15, 1, 2, 1, 15, 1, 15, 1, 1, 5, 1, 1, 1, 1, 1, 1
1, 2, 9, 15, 3, 9, 1, 3, 5, 9, 1, 15, 9, 10, 3, 3, 7, 1, 1, 1, 1, 1, 3, 1, 1, 1
1, 2, 11, 15, 13, 1, 5, 3, 3, 1, 1, 7, 5, 1, 1, 5, 3, 15, 5, 1, 1, 1, 15, 15, 15, 1
1, 8, 15, 3, 7, 15, 6, 5, 15, 1, 6, 1, 1, 1, 1, 6, 1, 1, 2, 3, 1, 7, 1, 1, 15, 1
1, 11, 9, 15, 3, 7, 1, 15, 9, 5, 1, 1, 1, 5, 1, 1, 1, 9, 7, 5, 7, 1, 1, 1, 1, 15
1, 2, 9, 1, 15, 13, 3, 1, 3, 3, 1, 1, 1, 1, 1, 1, 5, 5, 10, 1, 2, 7, 3, 1, 1, 1
1, 5, 3, 11, 15, 2, 5, 3, 5, 15, 6, 15, 9, 10, 6, 1, 1, 1, 1, 1, 2, 1, 1, 1, 3, 1
1, 3, 11, 3, 3, 1, 1, 5, 1, 5, 15, 1, 13, 5, 1, 3, 6, 1, 1, 1, 9, 3, 1, 1, 1, 1
1, 11, 1, 2, 15, 11, 5, 5, 1, 1, 9, 7, 9, 7, 1, 1, 1, 15, 1, 1, 1, 1, 1, 1, 1, 1
1, 4, 2, 5, 5, 10, 5, 15, 15, 5, 3, 15, 1, 1, 2, 3, 6, 6, 10, 1, 1, 1, 15, 1, 1, 1
2, 2, 5, 2, 12, 9, 7, 5, 5, 5, 13, 2, 9, 7, 2, 6, 7, 12, 1, 10, 2, 2, 2, 2, 2, 2
2, 2, 7, 7, 2, 1, 5, 2, 2, 13, 2, 5, 2, 10, 14, 12, 4, 14, 2, 2, 2, 2, 2, 7, 12, 2
2, 5, 2, 2, 5, 14, 2, 2, 1, 2, 14, 2, 6, 1, 2, 6, 10, 2, 12, 2, 2, 2, 2, 2, 2, 2
2, 8, 6, 2, 4, 2, 2, 2, 4, 12, 2, 2, 4, 6, 2, 2, 2, 10, 6, 2, 2, 2, 2, 2, 2, 9
2, 12, 2, 0, 2, 15, 5, 1, 12, 6, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 2, 10, 2
2, 9, 9, 4, 4, 1, 2, 2, 2, 5, 4, 12, 7, 4, 12, 2, 4, 12, 2, 2, 2, 2, 1, 10, 2, 2
2, 5, 6, 2, 3, 4, 13, 2, 13, 5, 2, 12, 2, 2, 2, 6, 2, 2, 2, 5, 2, 2, 2, 2, 4, 5
2, 9, 2, 2, 10, 10, 5, 5, 1, 9, 12, 10, 7, 2, 2, 2, 2, 14, 2, 2, 9, 5, 2, 2, 2, 2
2, 5, 9, 1, 2, 1, 2, 13, 9, 14, 12, 13, 2, 4, 4, 2, 4, 1, 5, 5, 2, 2, 2, 2, 2, 2
2, 2, 13, 4, 2, 6, 4, 2, 2, 2, 6, 2, 2, 10, 10, 10, 2, 5, 2, 2, 2, 9, 2, 2, 2, 2
2, 3, 8, 9, 5, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 5, 2, 2, 2, 2, 5, 2
2, 2, 5, 5, 5, 2, 4, 6, 4, 2, 12, 2, 12, 2, 2, 2, 6, 2, 2, 2, 7, 2, 2, 2, 12, 2
2, 9, 9, 7, 13, 5, 12, 12, 12, 9, 10, 6, 2, 5, 9, 5, 5, 2, 2, 2, 2, 2, 2, 2, 2, 2
2, 2, 2, 2, 2, 9, 3, 10, 7, 2, 5, 12, 2, 10, 2, 2, 2, 2, 1, 4, 2, 7, 2, 4, 2, 2
2, 2, 2, 2, 2, 4, 4, 0, 2, 7, 9, 4, 13, 2, 10, 6, 4, 2, 2, 2, 2, 2, 2, 2, 12, 2
3, 11, 11, 9, 5, 7, 11, 9, 3, 3, 11, 9, 3, 3, 3, 9, 3, 3, 3, 3, 3, 9, 3, 3, 3, 3
3, 15, 10, 3, 3, 9, 2, 3, 11, 3, 3, 3, 3, 3, 3, 3, 3, 9, 3, 3, 3, 3, 3, 3, 3, 3
3, 3, 3, 3, 11, 3, 2, 5, 3, 3, 11, 15, 3, 5, 3, 9, 3, 3, 3, 3, 3, 3, 3, 3, 3, 9
3, 11, 11, 15, 15, 3, 1, 5, 3, 11, 3, 3, 3, 3, 3, 5, 3, 3, 3, 3, 3, 11, 3, 1, 3, 3
3, 11, 5, 1, 3, 11, 3, 3, 3, 3, 3, 3, 9, 15, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3
3, 3, 9, 1, 2, 9, 3, 3, 15, 3, 11, 3, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1, 3, 3, 3
3, 5, 11, 3, 3, 9, 11, 3, 3, 3, 3, 15, 3, 3, 3, 15, 3, 3, 3, 3, 1, 3, 3, 11, 3, 3
3, 5, 15, 9, 1, 3, 15, 11, 3, 1, 3, 3, 3, 3, 3, 9, 3, 9, 3, 3, 3, 1, 3, 3, 3, 3
3, 5, 2, 11, 11, 9, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3
3, 5, 15, 11, 15, 3, 3, 5, 3, 15, 15, 3, 3, 5, 9, 11, 3, 11, 3, 3, 1, 11, 3, 3, 3, 3
3, 11, 11, 11, 15, 3, 1, 3, 3, 5, 3, 15, 11, 3, 3, 3, 15, 3, 11, 3, 3, 3, 3, 3, 3, 3
3, 12, 11, 15, 11, 3, 3, 11, 11, 3, 1, 3, 11, 3, 3, 3, 11, 1, 1, 3, 3, 3, 3, 3, 3, 3
