ground_truth, iters1, iters2, iters3, iters4, iters5, iters6, iters7, iters8, iters9, iters10, iters11, iters12, iters13, iters14, iters15, iters16, iters17, iters18, iters19, iters20, iters21, iters22, iters23, iters24, iters25
0, 2, 10, 4, 0, 9, 7, 6, 13, 13, 0, 0, 12, 0, 0, 4, 0, 4, 0, 0, 0, 0, 0, 0, 0, 15
0, 1, 4, 11, 7, 10, 15, 0, 0, 4, 10, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0
0, 4, 4, 12, 0, 10, 7, 0, 0, 0, 0, 7, 10, 0, 0, 10, 0, 0, 12, 10, 0, 0, 0, 0, 0, 0
0, 2, 0, 12, 0, 0, 4, 7, 7, 7, 0, 13, 0, 0, 10, 0, 10, 0, 0, 0, 0, 0, 7, 0, 4, 0
0, 5, 0, 15, 11, 12, 0, 9, 0, 4, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0
0, 0, 13, 13, 0, 0, 4, 4, 0, 7, 4, 4, 0, 0, 0, 0, 0, 4, 6, 0, 2, 0, 0, 2, 0, 0
0, 8, 1, 9, 12, 2, 13, 4, 13, 0, 10, 7, 4, 6, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 4
0, 10, 1, 4, 4, 4, 9, 0, 10, 10, 0, 4, 13, 0, 0, 0, 13, 0, 0, 0, 10, 0, 4, 0, 0, 6
0, 5, 2, 4, 12, 13, 0, 0, 4, 6, 0, 6, 0, 0, 0, 0, 2, 6, 0, 0, 0, 0, 2, 0, 0, 13
0, 10, 12, 4, 12, 0, 0, 7, 2, 2, 0, 12, 0, 4, 7, 0, 0, 6, 0, 0, 0, 0, 4, 2, 0, 2
0, 9, 4, 2, 15, 11, 10, 4, 0, 7, 13, 4, 0, 7, 0, 6, 0, 0, 0, 10, 4, 0, 0, 2, 0, 0
0, 15, 4, 11, 4, 4, 12, 0, 0, 13, 0, 7, 0, 0, 0, 0, 0, 0, 0, 12, 0, 4, 0, 0, 0, 0
0, 8, 4, 2, 0, 4, 11, 2, 4, 13, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 4, 0, 0, 0
