ground_truth, iters1, iters2, iters3, iters4, iters5, iters6, iters7, iters8, iters9, iters10, iters11, iters12, iters13, iters14, iters15, iters16, iters17, iters18, iters19, iters20, iters21, iters22, iters23, iters24, iters25
0, 10, 27, 0, 21, 0, 0, 15, 0, 0, 19, 16, 16, 0, 0, 19, 0, 30, 0, 0, 10, 0, 0, 0, 0, 0
0, 10, 26, 19, 6, 0, 19, 19, 16, 10, 14, 18, 16, 0, 0, 27, 0, 0, 20, 27, 0, 20, 0, 0, 0, 0
0, 19, 19, 19, 19, 10, 31, 14, 0, 19, 3, 3, 0, 0, 18, 0, 31, 30, 0, 10, 16, 0, 8, 0, 0, 0
0, 3, 7, 19, 16, 18, 20, 1, 0, 14, 0, 0, 2, 18, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 16
0, 19, 0, 10, 0, 0, 14, 0, 12, 0, 0, 19, 0, 18, 0, 0, 7, 0, 0, 20, 27, 0, 18, 0, 0, 0
0, 10, 10, 19, 17, 14, 19, 26, 0, 0, 19, 12, 0, 20, 19, 12, 27, 10, 0, 0, 0, 0, 0, 0, 28, 0
0, 19, 10, 0, 16, 28, 22, 18, 10, 20, 0, 19, 16, 10, 0, 20, 0, 2, 0, 0, 31, 0, 0, 19, 16, 27
0, 0, 19, 19, 19, 19, 0, 26, 8, 0, 19, 0, 19, 0, 0, 0, 0, 27, 0, 0, 0, 0, 18, 10, 14, 0
0, 13, 19, 0, 1, 14, 18, 1, 14, 19, 19, 0, 10, 19, 0, 8, 12, 16, 31, 8, 0, 0, 0, 10, 0, 0
0, 19, 19, 19, 13, 0, 1, 14, 8, 19, 0, 23, 0, 20, 0, 16, 19, 8, 0, 0, 0, 0, 0, 0, 16, 0
0, 26, 20, 19, 3, 16, 27, 30, 20, 0, 8, 0, 27, 10, 27, 3, 0, 0, 0, 0, 0, 16, 19, 0, 0, 0
0, 19, 10, 9, 3, 10, 14, 14, 12, 19, 12, 16, 0, 19, 0, 0, 16, 8, 0, 10, 0, 0, 0, 0, 0, 0
0, 19, 3, 19, 8, 10, 21, 0, 0, 0, 20, 8, 10, 0, 9, 14, 0, 14, 19, 14, 0, 0, 0, 27, 0, 14
0, 10, 19, 0, 18, 17, 0, 18, 28, 16, 20, 3, 0, 0, 0, 3, 12, 12, 19, 0, 27, 0, 0, 27, 31, 10
