ground_truth, iters1, iters2, iters3, iters4, iters5, iters6, iters7, iters8, iters9, iters10, iters11, iters12, iters13, iters14, iters15, iters16, iters17, iters18, iters19, iters20, iters21, iters22, iters23, iters24, iters25
0, 13, 18, 0, 21, 22, 7, 21, 0, 20, 0, 10, 0, 0, 7, 0, 18, 0, 21, 18, 7, 0, 0, 4, 0, 2
0, 4, 6, 18, 0, 16, 4, 13, 7, 4, 0, 18, 0, 0, 4, 18, 16, 4, 0, 20, 2, 16, 21, 15, 15, 18
0, 4, 4, 21, 4, 4, 0, 0, 15, 0, 18, 13, 15, 20, 0, 0, 15, 18, 4, 0, 0, 12, 2, 0, 0, 0
0, 4, 2, 15, 21, 21, 21, 15, 0, 20, 21, 7, 2, 0, 0, 4, 0, 18, 10, 16, 0, 0, 0, 21, 0, 7
0, 16, 6, 0, 16, 15, 7, 4, 20, 13, 16, 4, 0, 4, 19, 0, 12, 7, 2, 18, 0, 0, 0, 10, 0, 18
0, 4, 16, 4, 16, 4, 18, 0, 7, 12, 0, 19, 13, 18, 21, 21, 15, 4, 0, 0, 7, 0, 0, 0, 10, 12
0, 16, 1, 12, 4, 16, 18, 0, 18, 4, 18, 13, 7, 0, 7, 7, 0, 4, 20, 2, 5, 13, 0, 0, 0, 0
0, 18, 18, 6, 5, 13, 4, 18, 20, 7, 12, 0, 16, 0, 15, 15, 4, 16, 0, 21, 0, 0, 7, 7, 2, 2
0, 16, 6, 18, 4, 10, 15, 2, 15, 4, 15, 2, 0, 7, 21, 7, 12, 0, 0, 15, 7, 0, 20, 0, 0, 10
0, 10, 20, 21, 13, 10, 12, 4, 15, 16, 18, 0, 0, 7, 0, 18, 2, 0, 2, 7, 13, 4, 12, 0, 0, 4
0, 4, 4, 13, 4, 15, 10, 2, 5, 8, 5, 20, 0, 13, 2, 0, 0, 7, 0, 0, 0, 0, 20, 0, 7, 15
0, 7, 2, 4, 2, 18, 0, 5, 0, 4, 7, 0, 22, 4, 0, 21, 17, 0, 2, 0, 12, 0, 18, 0, 16, 0
0, 11, 18, 4, 10, 16, 20, 13, 21, 20, 4, 4, 15, 21, 0, 7, 4, 18, 16, 7, 10, 13, 0, 0, 18, 7
0, 0, 7, 4, 18, 20, 16, 4, 2, 4, 2, 4, 12, 7, 0, 0, 21, 0, 21, 16, 7, 0, 0, 0, 15, 20
0, 4, 4, 4, 4, 4, 0, 7, 0, 5, 15, 15, 18, 0, 2, 0, 21, 2, 12, 0, 0, 7, 0, 0, 0, 4
1, 0, 1, 1, 9, 10, 11, 23, 1, 8, 1, 19, 1, 17, 2, 15, 1, 8, 1, 1, 1, 8, 1, 1, 1, 1
1, 1, 12, 14, 14, 2, 14, 8, 9, 14, 5, 1, 9, 1, 1, 17, 1, 1, 1, 15, 6, 6, 14, 2, 6, 2
1, 2, 11, 12, 11, 14, 21, 6, 1, 19, 2, 19, 1, 11, 14, 9, 1, 1, 8, 19, 6, 17, 1, 8, 1, 9
1, 5, 23, 6, 8, 11, 6, 14, 19, 22, 9, 1, 11, 1, 9, 9, 9, 22, 1, 9, 1, 1, 1, 2, 19, 1
1, 22, 1, 5, 17, 1, 7, 6, 14, 6, 1, 19, 22, 16, 1, 1, 6, 14, 17, 1, 6, 1, 6, 1, 1, 1
1, 3, 23, 8, 19, 6, 1, 1, 1, 5, 8, 11, 14, 14, 1, 9, 1, 17, 9, 1, 1, 9, 9, 17, 1, 1
1, 1, 5, 9, 1, 14, 19, 1, 14, 11, 14, 1, 19, 1, 19, 2, 11, 1, 1, 1, 1, 20, 1, 1, 9, 1
1, 2, 9, 0, 11, 18, 1, 20, 20, 1, 5, 1, 1, 6, 19, 15, 1, 6, 11, 19, 14, 1, 1, 1, 9, 2
1, 4, 5, 20, 23, 11, 17, 11, 9, 8, 1, 17, 1, 1, 1, 9, 11, 1, 9, 1, 1, 9, 20, 1, 1, 19
1, 1, 11, 12, 17, 8, 5, 7, 1, 14, 1, 1, 5, 6, 1, 11, 6, 1, 19, 1, 1, 8, 8, 5, 15, 1
1, 6, 22, 11, 1, 19, 20, 1, 6, 19, 1, 22, 14, 8, 1, 1, 19, 1, 9, 17, 1, 1, 13, 8, 6, 19
1, 11, 7, 2, 8, 11, 14, 6, 8, 17, 6, 6, 1, 8, 14, 9, 1, 1, 1, 17, 1, 19, 1, 1, 1, 1
1, 18, 14, 1, 8, 5, 22, 8, 19, 1, 8, 11, 1, 19, 1, 8, 1, 1, 6, 1, 8, 1, 1, 12, 1, 1
1, 11, 1, 6, 6, 1, 5, 6, 15, 9, 1, 17, 1, 5, 6, 8, 2, 1, 1, 1, 9, 6, 1, 19, 9, 1
1, 11, 11, 14, 21, 18, 1, 6, 5, 2, 1, 14, 2, 6, 9, 9, 1, 14, 8, 1, 1, 1, 12, 2, 1, 1
2, 5, 2, 6, 14, 2, 4, 0, 10, 9, 7, 5, 7, 2, 7, 2, 7, 7, 1, 20, 15, 19, 9, 2, 6, 9
2, 18, 21, 10, 10, 10, 6, 9, 19, 7, 19, 15, 9, 15, 12, 2, 2, 19, 18, 13, 10, 2, 0, 21, 2, 19
2, 14, 5, 4, 15, 1, 21, 21, 7, 12, 2, 0, 2, 5, 2, 15, 19, 10, 2, 20, 2, 10, 9, 6, 2, 2
2, 5, 5, 20, 15, 2, 0, 10, 21, 2, 12, 7, 15, 19, 20, 9, 0, 15, 7, 9, 2, 20, 20, 0, 0, 12
2, 16, 1, 18, 0, 19, 9, 22, 6, 0, 9, 6, 6, 7, 20, 19, 7, 20, 2, 10, 2, 15, 2, 0, 15, 8
2, 19, 12, 19, 20, 6, 0, 5, 0, 16, 5, 2, 2, 12, 5, 12, 17, 12, 15, 12, 2, 0, 15, 20, 2, 2
2, 16, 5, 21, 16, 18, 2, 10, 15, 2, 15, 20, 2, 19, 5, 1, 19, 13, 0, 0, 7, 2, 15, 2, 2, 2
2, 4, 4, 6, 18, 13, 12, 7, 5, 15, 13, 20, 15, 2, 7, 7, 19, 19, 2, 12, 15, 0, 1, 2, 2, 2
2, 1, 18, 10, 22, 15, 15, 8, 6, 2, 19, 9, 17, 15, 2, 7, 2, 2, 2, 12, 9, 19, 1, 5, 2, 2
2, 3, 0, 5, 9, 7, 0, 7, 2, 0, 15, 13, 5, 2, 19, 20, 0, 19, 2, 7, 12, 20, 2, 2, 2, 2
2, 7, 17, 10, 6, 7, 22, 0, 15, 2, 9, 2, 18, 6, 19, 2, 2, 2, 13, 12, 0, 15, 19, 2, 2, 9
2, 23, 18, 10, 1, 2, 0, 19, 16, 7, 6, 19, 15, 12, 2, 13, 19, 9, 6, 12, 19, 2, 15, 2, 20, 21
2, 4, 13, 23, 18, 5, 15, 8, 1, 8, 20, 20, 2, 2, 0, 7, 1, 1, 20, 15, 19, 19, 2, 2, 2, 20
2, 21, 4, 4, 0, 16, 10, 0, 12, 1, 10, 20, 2, 12, 7, 9, 19, 19, 13, 15, 15, 2, 18, 2, 7, 7
2, 16, 5, 15, 6, 2, 8, 10, 22, 21, 6, 6, 10, 16, 16, 2, 2, 15, 6, 5, 2, 20, 2, 2, 12, 20
3, 3, 11, 14, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3
3, 3, 3, 3, 3, 11, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3
3, 4, 23, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3
3, 11, 3, 3, 3, 11, 3, 3, 3, 11, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3
3, 3, 19, 3, 11, 3, 3, 3, 3, 3, 14, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3
3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3
3, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3
3, 6, 11, 3, 3, 3, 3, 3, 3, 11, 11, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3
3, 3, 22, 1, 14, 3, 3, 14, 3, 3, 11, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3
3, 3, 3, 3, 3, 14, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3
3, 10, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3
3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3
3, 3, 3, 3, 14, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3
3, 11, 3, 3, 3, 3, 3, 3, 3, 14, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3
3, 3, 11, 3, 3, 3, 17, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3
4, 5, 4, 4, 10, 21, 4, 4, 4, 4, 4, 4, 4, 0, 4, 4, 4, 4, 4, 4, 18, 4, 4, 4, 4, 4
4, 16, 4, 15, 4, 21, 7, 4, 4, 21, 18, 21, 4, 4, 0, 0, 4, 4, 4, 4, 4, 4, 4, 0, 4, 4
4, 4, 13, 4, 4, 10, 4, 4, 4, 4, 18, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 21
4, 4, 4, 4, 4, 0, 4, 0, 4, 4, 4, 4, 4, 18, 0, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4
4, 10, 4, 4, 15, 18, 21, 10, 4, 18, 4, 21, 4, 4, 4, 0, 4, 4, 4, 4, 4, 4, 4, 0, 18, 4
4, 21, 16, 16, 18, 4, 2, 10, 4, 4, 4, 4, 0, 4, 4, 4, 4, 4, 4, 4, 4, 4, 21, 4, 0, 4
4, 1, 5, 4, 4, 0, 4, 18, 4, 18, 4, 18, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 0, 4, 4
