ground_truth, iters1, iters2, iters3, iters4, iters5, iters6, iters7, iters8, iters9, iters10, iters11, iters12, iters13, iters14, iters15, iters16, iters17, iters18, iters19, iters20, iters21, iters22, iters23, iters24, iters25
0, 4, 21, 0, 4, 12, 4, 7, 0, 7, 4, 2, 0, 4, 0, 0, 0, 0, 4, 18, 0, 7, 0, 0, 5, 0
0, 17, 16, 4, 5, 10, 12, 4, 4, 4, 10, 2, 21, 10, 4, 20, 22, 20, 18, 0, 20, 15, 21, 0, 0, 4
0, 18, 4, 10, 0, 10, 0, 15, 15, 7, 21, 21, 4, 21, 0, 21, 13, 18, 0, 12, 4, 7, 0, 4, 0, 15
0, 3, 4, 16, 13, 21, 0, 4, 13, 10, 0, 20, 0, 21, 7, 4, 13, 0, 0, 0, 9, 21, 0, 7, 7, 15
0, 11, 11, 21, 19, 15, 4, 4, 12, 19, 7, 0, 18, 12, 12, 5, 16, 7, 0, 0, 18, 0, 0, 10, 7, 2
0, 4, 2, 16, 19, 16, 4, 18, 18, 0, 2, 2, 15, 0, 20, 0, 21, 4, 21, 2, 0, 0, 0, 16, 4, 0
0, 4, 13, 10, 0, 18, 0, 18, 18, 7, 9, 4, 0, 15, 21, 7, 18, 7, 0, 7, 0, 0, 16, 0, 13, 7
0, 4, 10, 21, 19, 4, 16, 10, 0, 10, 2, 0, 0, 0, 7, 0, 12, 7, 0, 7, 0, 21, 0, 0, 0, 21
0, 21, 16, 12, 4, 21, 12, 18, 0, 20, 18, 10, 16, 7, 18, 13, 7, 4, 2, 4, 0, 13, 4, 15, 0, 12
0, 2, 5, 0, 16, 4, 0, 0, 0, 8, 21, 7, 4, 21, 5, 10, 0, 7, 0, 2, 0, 0, 0, 0, 0, 0
0, 1, 10, 18, 16, 4, 4, 7, 15, 0, 21, 16, 13, 16, 7, 18, 13, 0, 0, 13, 0, 0, 0, 0, 18, 0
0, 14, 1, 16, 18, 18, 0, 10, 15, 13, 7, 0, 13, 13, 0, 15, 0, 0, 0, 12, 0, 7, 0, 0, 18, 0
0, 8, 5, 0, 12, 4, 20, 7, 4, 16, 4, 4, 18, 7, 15, 10, 16, 0, 2, 15, 0, 0, 0, 0, 0, 0
0, 22, 20, 10, 16, 4, 5, 16, 21, 20, 0, 18, 10, 0, 0, 2, 4, 0, 0, 2, 0, 0, 4, 0, 0, 13
0, 18, 12, 0, 5, 21, 0, 4, 4, 2, 16, 0, 0, 21, 2, 0, 0, 18, 15, 0, 0, 2, 0, 0, 7, 18
1, 21, 0, 14, 9, 17, 14, 1, 13, 9, 5, 11, 17, 9, 17, 1, 22, 1, 8, 22, 19, 1, 14, 6, 1, 1
1, 14, 15, 11, 22, 11, 14, 22, 1, 15, 11, 14, 19, 9, 1, 2, 1, 1, 5, 9, 1, 9, 5, 6, 1, 1
1, 2, 17, 23, 6, 2, 6, 8, 19, 9, 19, 20, 9, 2, 8, 1, 9, 8, 6, 1, 6, 1, 17, 6, 17, 1
1, 2, 11, 1, 14, 8, 6, 18, 1, 13, 9, 9, 9, 1, 8, 1, 5, 1, 2, 1, 20, 1, 1, 19, 6, 1
1, 11, 17, 1, 14, 11, 1, 17, 19, 6, 1, 5, 1, 17, 6, 6, 1, 1, 9, 1, 1, 8, 1, 1, 7, 1
1, 3, 11, 17, 3, 11, 22, 20, 1, 12, 19, 9, 17, 6, 1, 11, 13, 1, 9, 19, 14, 1, 1, 17, 1, 1
1, 11, 23, 8, 1, 9, 1, 14, 9, 9, 5, 1, 1, 11, 1, 1, 6, 1, 1, 9, 1, 9, 19, 1, 1, 19
1, 4, 12, 11, 22, 13, 15, 22, 1, 14, 19, 1, 1, 9, 17, 8, 1, 19, 9, 9, 1, 20, 1, 1, 2, 1
1, 0, 19, 17, 2, 9, 20, 15, 19, 8, 8, 1, 2, 1, 11, 8, 1, 19, 9, 11, 1, 1, 1, 1, 11, 11
1, 16, 5, 5, 14, 1, 14, 14, 23, 1, 8, 1, 9, 1, 1, 1, 1, 1, 1, 9, 1, 1, 1, 1, 1, 1
1, 2, 2, 11, 6, 2, 22, 1, 5, 6, 2, 17, 9, 22, 1, 14, 1, 19, 9, 1, 22, 11, 1, 1, 1, 9
1, 23, 4, 8, 17, 1, 1, 2, 22, 1, 17, 17, 1, 11, 1, 14, 5, 1, 1, 1, 1, 1, 1, 15, 9, 17
1, 1, 1, 14, 14, 9, 1, 1, 23, 23, 14, 11, 1, 5, 1, 17, 1, 1, 19, 1, 19, 8, 1, 6, 12, 8
1, 2, 13, 5, 13, 20, 6, 22, 12, 11, 1, 15, 6, 19, 1, 1, 6, 1, 14, 2, 1, 1, 1, 1, 5, 6
1, 3, 1, 2, 20, 16, 16, 5, 1, 5, 19, 1, 9, 1, 1, 6, 5, 1, 20, 1, 1, 20, 1, 1, 1, 2
2, 3, 1, 12, 15, 17, 4, 7, 4, 0, 2, 7, 6, 9, 0, 20, 2, 15, 2, 18, 12, 9, 5, 15, 2, 20
2, 6, 16, 9, 13, 19, 22, 6, 12, 13, 7, 2, 6, 20, 2, 2, 22, 19, 5, 20, 2, 8, 12, 20, 2, 20
2, 4, 15, 22, 7, 10, 7, 12, 1, 13, 0, 7, 8, 0, 7, 12, 7, 15, 7, 5, 5, 2, 2, 20, 20, 15
2, 8, 4, 4, 16, 2, 1, 18, 20, 15, 15, 1, 5, 2, 8, 2, 0, 19, 2, 19, 0, 2, 10, 20, 15, 2
2, 4, 20, 10, 13, 5, 0, 18, 0, 4, 8, 7, 19, 20, 7, 20, 18, 7, 0, 2, 2, 0, 2, 2, 2, 7
2, 4, 5, 21, 13, 6, 4, 15, 0, 15, 1, 9, 0, 10, 8, 2, 0, 0, 2, 0, 19, 19, 5, 0, 2, 19
2, 0, 4, 16, 4, 5, 8, 7, 1, 2, 22, 0, 19, 2, 2, 13, 15, 0, 7, 2, 20, 13, 20, 12, 6, 0
2, 11, 0, 6, 22, 2, 17, 0, 15, 14, 21, 0, 20, 9, 4, 5, 7, 8, 0, 5, 2, 2, 12, 9, 15, 9
2, 13, 5, 16, 6, 2, 4, 21, 20, 6, 2, 19, 18, 7, 7, 21, 7, 2, 6, 1, 2, 20, 15, 19, 19, 2
2, 13, 2, 8, 0, 10, 15, 15, 22, 15, 9, 0, 12, 5, 13, 9, 2, 0, 2, 1, 7, 0, 2, 2, 7, 2
2, 2, 4, 5, 2, 13, 0, 12, 7, 7, 2, 2, 7, 15, 19, 12, 18, 7, 15, 2, 10, 2, 2, 20, 19, 15
2, 1, 1, 4, 19, 7, 0, 22, 18, 7, 21, 2, 13, 0, 21, 2, 20, 9, 1, 0, 2, 1, 19, 5, 9, 2
2, 16, 14, 0, 15, 18, 1, 2, 0, 19, 10, 15, 5, 4, 5, 6, 2, 15, 12, 16, 2, 20, 12, 5, 20, 15
2, 15, 5, 17, 1, 13, 9, 18, 20, 9, 2, 7, 1, 5, 4, 2, 5, 15, 6, 7, 7, 2, 5, 1, 6, 2
2, 8, 7, 4, 7, 10, 22, 20, 6, 12, 20, 10, 10, 6, 2, 2, 2, 20, 2, 6, 15, 22, 12, 15, 20, 7
3, 1, 11, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3
3, 23, 3, 3, 3, 3, 3, 3, 3, 14, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3
3, 8, 3, 3, 3, 19, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3
3, 2, 3, 3, 14, 3, 11, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3
3, 22, 11, 3, 3, 14, 3, 3, 3, 14, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3
3, 3, 11, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3
3, 3, 3, 22, 14, 14, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3
3, 3, 11, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 14, 3, 3, 3, 3, 3, 3, 3
3, 5, 3, 3, 3, 14, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3
3, 3, 14, 3, 3, 3, 3, 3, 3, 14, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3
3, 17, 3, 3, 14, 3, 3, 3, 11, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3
3, 3, 15, 3, 22, 14, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3
3, 3, 14, 23, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3
