ground_truth, iters1, iters2, iters3, iters4, iters5, iters6, iters7, iters8, iters9, iters10, iters11, iters12, iters13, iters14, iters15, iters16, iters17, iters18, iters19, iters20, iters21, iters22, iters23, iters24, iters25
0, 22, 4, 1, 21, 10, 0, 21, 0, 2, 18, 15, 0, 18, 0, 4, 2, 20, 4, 0, 0, 0, 20, 0, 0, 0
0, 17, 8, 19, 13, 4, 0, 2, 21, 4, 0, 18, 2, 7, 0, 0, 0, 0, 21, 0, 10, 2, 0, 0, 2, 15
0, 4, 16, 18, 12, 15, 5, 7, 0, 4, 0, 0, 7, 18, 2, 18, 13, 0, 4, 0, 2, 13, 0, 21, 15, 7
0, 21, 16, 10, 17, 16, 10, 0, 15, 0, 0, 7, 4, 7, 18, 20, 15, 2, 0, 21, 0, 13, 0, 0, 20, 0
0, 5, 14, 16, 21, 10, 4, 9, 13, 0, 0, 0, 4, 0, 0, 0, 0, 12, 0, 0, 0, 18, 7, 0, 0, 0
0, 21, 4, 21, 4, 21, 9, 18, 5, 10, 0, 2, 0, 18, 7, 7, 2, 15, 0, 0, 0, 0, 0, 0, 20, 0
0, 21, 18, 1, 13, 16, 0, 18, 4, 18, 18, 7, 0, 0, 0, 7, 2, 0, 7, 0, 21, 0, 0, 0, 0, 4
0, 2, 9, 18, 15, 0, 19, 0, 4, 18, 7, 18, 18, 12, 20, 0, 7, 0, 4, 21, 0, 16, 21, 2, 0, 2
0, 21, 0, 4, 10, 18, 7, 18, 20, 0, 7, 7, 0, 12, 0, 10, 0, 0, 0, 2, 4, 0, 0, 0, 0, 0
0, 9, 21, 10, 8, 16, 15, 10, 10, 16, 4, 0, 7, 20, 4, 18, 9, 4, 12, 18, 0, 15, 4, 4, 12, 4
0, 7, 21, 21, 15, 8, 2, 4, 4, 2, 21, 0, 4, 18, 18, 4, 0, 21, 21, 12, 18, 0, 2, 20, 0, 2
0, 18, 22, 16, 4, 0, 21, 0, 15, 2, 18, 18, 7, 0, 0, 0, 10, 4, 0, 13, 21, 4, 15, 4, 18, 0
0, 9, 21, 0, 21, 12, 0, 12, 7, 0, 7, 20, 7, 20, 0, 4, 0, 18, 0, 7, 0, 20, 15, 21, 0, 0
0, 5, 13, 4, 21, 0, 5, 4, 0, 4, 10, 0, 0, 18, 21, 15, 15, 0, 18, 19, 0, 0, 18, 0, 0, 0
0, 21, 2, 21, 5, 21, 4, 4, 8, 0, 13, 13, 18, 0, 2, 13, 7, 0, 0, 0, 7, 0, 0, 0, 7, 18
1, 16, 11, 4, 17, 17, 1, 1, 19, 11, 1, 17, 1, 23, 1, 1, 20, 19, 20, 17, 14, 1, 14, 19, 1, 1
1, 16, 5, 5, 2, 19, 1, 9, 14, 19, 19, 17, 2, 1, 9, 20, 17, 1, 8, 1, 1, 22, 1, 1, 9, 9
1, 3, 14, 20, 17, 21, 1, 1, 19, 14, 19, 1, 1, 9, 1, 19, 1, 2, 1, 1, 6, 8, 19, 1, 11, 1
1, 11, 13, 7, 8, 15, 6, 1, 5, 19, 1, 9, 11, 20, 6, 1, 11, 1, 2, 6, 20, 22, 1, 9, 1, 2
1, 14, 16, 23, 16, 1, 0, 21, 13, 5, 14, 5, 9, 6, 11, 8, 22, 1, 9, 2, 14, 19, 0, 1, 19, 1
1, 4, 1, 1, 17, 6, 8, 5, 17, 9, 2, 22, 1, 1, 5, 1, 6, 1, 1, 6, 8, 1, 19, 8, 1, 1
1, 11, 2, 2, 23, 22, 6, 1, 22, 1, 19, 20, 19, 1, 1, 1, 1, 20, 20, 20, 17, 1, 1, 9, 9, 14
1, 3, 8, 1, 6, 13, 1, 5, 1, 23, 1, 9, 22, 5, 1, 1, 9, 2, 1, 19, 1, 6, 1, 9, 1, 9
1, 4, 3, 1, 13, 22, 0, 14, 5, 1, 19, 2, 11, 1, 17, 1, 1, 1, 1, 19, 6, 14, 1, 1, 22, 1
1, 3, 3, 17, 14, 15, 14, 18, 11, 6, 19, 1, 9, 17, 19, 2, 1, 1, 1, 1, 2, 2, 17, 1, 1, 17
1, 6, 1, 19, 5, 9, 9, 17, 5, 9, 14, 5, 19, 19, 14, 9, 1, 1, 1, 17, 1, 1, 1, 6, 1, 1
1, 10, 5, 14, 17, 19, 1, 6, 1, 19, 19, 17, 5, 9, 1, 1, 9, 1, 14, 20, 1, 6, 2, 1, 1, 20
1, 9, 18, 8, 14, 17, 19, 8, 9, 8, 2, 17, 1, 1, 15, 6, 5, 1, 6, 11, 9, 1, 1, 1, 9, 8
1, 11, 21, 21, 8, 10, 9, 6, 9, 19, 1, 1, 6, 1, 9, 9, 1, 9, 1, 1, 1, 19, 5, 5, 17, 1
1, 7, 14, 5, 1, 8, 14, 7, 5, 19, 22, 1, 19, 1, 17, 1, 1, 8, 19, 1, 19, 1, 1, 1, 1, 1
2, 4, 8, 5, 5, 22, 0, 19, 1, 12, 7, 7, 20, 2, 2, 19, 22, 12, 2, 15, 2, 2, 2, 2, 7, 6
2, 23, 0, 6, 5, 4, 9, 1, 18, 5, 20, 1, 2, 22, 19, 20, 15, 12, 5, 13, 5, 10, 2, 2, 20, 12
2, 19, 18, 12, 0, 10, 8, 15, 1, 15, 21, 7, 6, 6, 10, 15, 0, 19, 9, 20, 10, 2, 0, 2, 20, 7
2, 1, 22, 5, 21, 2, 13, 0, 8, 2, 6, 19, 5, 15, 6, 2, 2, 2, 7, 8, 5, 19, 20, 19, 19, 0
2, 21, 10, 8, 21, 9, 2, 15, 0, 20, 6, 9, 15, 5, 21, 18, 2, 13, 9, 0, 15, 15, 15, 2, 6, 18
2, 22, 21, 19, 18, 6, 21, 22, 7, 10, 19, 9, 2, 15, 2, 2, 15, 20, 2, 15, 22, 2, 2, 2, 2, 2
2, 5, 21, 17, 22, 15, 15, 20, 15, 18, 10, 7, 15, 7, 22, 1, 2, 2, 2, 12, 7, 12, 18, 20, 2, 2
2, 5, 16, 15, 2, 1, 10, 8, 6, 2, 7, 0, 22, 2, 9, 18, 15, 20, 7, 5, 19, 0, 0, 15, 2, 15
2, 4, 8, 2, 11, 22, 19, 0, 20, 6, 0, 0, 2, 20, 20, 12, 15, 1, 2, 15, 12, 5, 20, 20, 12, 2
2, 21, 1, 10, 5, 17, 20, 19, 10, 18, 12, 15, 2, 2, 12, 0, 20, 2, 7, 7, 10, 2, 20, 20, 19, 2
2, 5, 13, 21, 16, 2, 22, 2, 13, 6, 15, 5, 12, 2, 9, 12, 6, 7, 19, 2, 2, 1, 2, 15, 7, 0
2, 4, 14, 2, 2, 23, 17, 9, 10, 6, 8, 7, 20, 22, 20, 13, 5, 2, 0, 12, 18, 0, 2, 1, 0, 7
2, 4, 15, 1, 15, 0, 0, 2, 9, 7, 15, 5, 7, 0, 2, 18, 22, 19, 0, 18, 2, 20, 9, 2, 2, 7
2, 3, 18, 19, 10, 8, 2, 6, 13, 19, 10, 13, 8, 19, 13, 19, 15, 0, 18, 19, 7, 6, 1, 2, 2, 2
2, 2, 8, 0, 11, 10, 16, 12, 15, 20, 6, 19, 15, 8, 15, 2, 12, 16, 2, 20, 19, 10, 2, 7, 0, 2
3, 3, 14, 1, 11, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3
