ground_truth, iters1, iters2, iters3, iters4, iters5, iters6, iters7, iters8, iters9, iters10, iters11, iters12, iters13, iters14, iters15, iters16, iters17, iters18, iters19, iters20, iters21, iters22, iters23, iters24, iters25
0, 0, 10, 2, 4, 4, 15, 10, 10, 4, 15, 0, 15, 10, 0, 7, 2, 0, 0, 0, 0, 15, 0, 0, 0, 0
0, 5, 4, 2, 10, 6, 4, 12, 4, 0, 15, 2, 4, 2, 7, 7, 7, 11, 6, 0, 13, 7, 13, 0, 0, 0
0, 4, 6, 4, 4, 6, 2, 0, 12, 0, 2, 0, 12, 0, 4, 0, 0, 0, 0, 4, 0, 4, 0, 0, 0, 0
0, 15, 10, 13, 0, 0, 0, 9, 13, 6, 0, 0, 4, 4, 0, 13, 0, 4, 0, 0, 0, 15, 13, 2, 0, 0
0, 4, 4, 13, 4, 2, 2, 2, 0, 0, 0, 0, 2, 11, 10, 4, 6, 0, 2, 6, 0, 0, 0, 0, 7, 0
0, 0, 7, 10, 12, 2, 9, 0, 13, 7, 6, 0, 0, 2, 0, 0, 2, 7, 10, 0, 0, 7, 0, 0, 0, 0
0, 9, 10, 6, 12, 2, 0, 0, 0, 0, 4, 0, 0, 0, 0, 2, 2, 4, 0, 0, 0, 0, 0, 0, 0, 0
0, 10, 8, 4, 0, 6, 12, 0, 9, 0, 0, 6, 0, 10, 12, 7, 13, 13, 0, 0, 13, 10, 13, 2, 0, 0
0, 2, 13, 4, 4, 15, 15, 10, 0, 0, 13, 0, 4, 0, 15, 4, 4, 0, 2, 0, 10, 7, 0, 0, 0, 4
0, 6, 4, 12, 10, 4, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 4, 0, 6, 4, 7, 10, 10, 0, 15, 2, 6, 0, 0, 15, 12, 2, 0, 0, 0, 7, 0, 2, 2, 0, 0
0, 4, 13, 10, 7, 13, 0, 15, 15, 0, 10, 0, 13, 12, 0, 2, 0, 12, 0, 0, 0, 10, 0, 0, 0, 0
0, 11, 8, 0, 4, 2, 7, 10, 12, 12, 13, 0, 0, 12, 7, 4, 0, 4, 0, 0, 0, 0, 0, 0, 2, 0
0, 15, 12, 12, 9, 2, 13, 4, 7, 4, 12, 13, 12, 0, 0, 12, 7, 0, 4, 0, 0, 2, 0, 0, 13, 0
0, 6, 4, 12, 9, 4, 12, 0, 6, 12, 13, 0, 4, 0, 0, 2, 4, 0, 0, 4, 0, 0, 0, 0, 0, 0
1, 3, 11, 14, 5, 11, 5, 2, 7, 2, 2, 1, 1, 1, 1, 9, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1
1, 8, 5, 9, 1, 9, 2, 2, 9, 6, 2, 1, 1, 9, 1, 9, 1, 1, 1, 5, 2, 1, 1, 1, 1, 1
1, 8, 5, 8, 9, 8, 9, 1, 2, 5, 9, 8, 1, 8, 1, 1, 1, 1, 5, 13, 1, 1, 1, 1, 1, 2
1, 1, 8, 2, 8, 1, 13, 2, 1, 13, 2, 1, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1
1, 5, 9, 14, 1, 1, 9, 2, 5, 1, 6, 9, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 5, 9, 1, 1
1, 14, 2, 1, 1, 8, 1, 1, 1, 8, 6, 7, 9, 1, 2, 2, 1, 5, 1, 8, 8, 1, 1, 9, 1, 1
1, 1, 15, 2, 8, 2, 14, 1, 2, 1, 9, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 8, 2, 1, 1, 5
1, 1, 5, 14, 9, 2, 11, 1, 12, 8, 5, 2, 1, 1, 1, 1, 1, 1, 2, 9, 1, 9, 6, 1, 6, 9
1, 8, 9, 14, 5, 14, 15, 1, 2, 1, 1, 14, 2, 1, 1, 9, 13, 6, 8, 1, 1, 1, 1, 1, 1, 1
1, 11, 4, 8, 9, 6, 8, 9, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
1, 10, 1, 2, 14, 13, 8, 12, 0, 1, 5, 8, 2, 13, 1, 1, 1, 1, 1, 1, 1, 5, 1, 1, 1, 2
