ground_truth, iters1, iters2, iters3, iters4, iters5, iters6, iters7, iters8, iters9, iters10, iters11, iters12, iters13, iters14, iters15, iters16, iters17, iters18, iters19, iters20, iters21, iters22, iters23, iters24, iters25
0, 8, 8, 8, 8, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 8, 14, 0, 4, 6, 0, 0, 0, 0, 0
0, 8, 8, 4, 0, 4, 0, 0, 0, 0, 0, 8, 8, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 2, 2, 0, 0, 0, 0, 0, 12, 0, 0, 0, 8, 4, 4, 0, 0, 0, 0, 0, 12, 0, 0, 0, 8, 0
0, 9, 9, 0, 14, 8, 0, 0, 0, 0, 0, 8, 0, 4, 0, 8, 14, 4, 0, 0, 4, 0, 0, 0, 0, 0
0, 8, 8, 4, 0, 14, 6, 0, 0, 4, 4, 8, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 8, 0, 0, 14
0, 4, 0, 14, 0, 14, 0, 12, 4, 8, 0, 0, 0, 0, 0, 8, 0, 0, 14, 0, 0, 0, 0, 0, 12, 0
0, 5, 8, 8, 14, 6, 0, 0, 0, 14, 0, 0, 4, 0, 8, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0
0, 8, 8, 2, 4, 12, 12, 0, 0, 0, 0, 14, 0, 0, 0, 0, 8, 8, 0, 0, 0, 0, 12, 0, 0, 0
0, 2, 8, 0, 1, 0, 2, 14, 0, 0, 4, 4, 0, 0, 0, 0, 12, 0, 4, 0, 2, 0, 0, 0, 0, 0
0, 8, 0, 6, 12, 0, 12, 4, 14, 0, 0, 0, 8, 0, 8, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0
0, 8, 0, 2, 14, 8, 0, 0, 14, 12, 0, 12, 0, 4, 0, 0, 0, 0, 14, 0, 0, 0, 6, 0, 0, 0
0, 2, 8, 0, 12, 4, 0, 12, 0, 6, 4, 12, 6, 14, 0, 0, 14, 0, 0, 0, 0, 0, 0, 12, 8, 0
0, 12, 8, 8, 0, 0, 0, 4, 0, 0, 0, 0, 4, 0, 12, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0
0, 8, 6, 12, 0, 8, 4, 0, 14, 0, 14, 4, 0, 0, 0, 4, 0, 0, 14, 0, 0, 4, 0, 0, 0, 0
0, 5, 12, 8, 6, 14, 4, 0, 8, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 14, 14, 12, 0, 0, 0
1, 11, 11, 9, 1, 5, 2, 15, 9, 1, 1, 1, 7, 9, 1, 1, 1, 1, 1, 9, 1, 1, 1, 1, 1, 1
1, 11, 1, 3, 15, 6, 13, 3, 3, 5, 1, 1, 10, 1, 1, 1, 1, 2, 1, 1, 1, 3, 1, 1, 1, 9
1, 2, 5, 2, 6, 1, 1, 7, 12, 5, 15, 1, 1, 5, 7, 5, 5, 10, 1, 1, 1, 1, 1, 1, 1, 1
1, 2, 3, 3, 9, 10, 2, 7, 15, 2, 5, 1, 1, 1, 1, 9, 1, 9, 1, 1, 1, 1, 7, 1, 1, 1
1, 2, 13, 15, 15, 3, 7, 3, 9, 1, 7, 1, 15, 9, 10, 15, 3, 9, 2, 1, 1, 1, 1, 1, 1, 5
1, 3, 1, 2, 2, 15, 1, 9, 1, 15, 5, 1, 15, 10, 7, 1, 1, 1, 1, 1, 7, 3, 1, 15, 1, 1
1, 2, 3, 3, 9, 9, 1, 10, 1, 1, 1, 15, 1, 1, 5, 9, 1, 5, 1, 1, 15, 3, 1, 9, 1, 15
1, 2, 15, 5, 12, 9, 6, 6, 13, 9, 1, 1, 1, 6, 3, 1, 1, 1, 1, 3, 3, 7, 10, 10, 1, 1
1, 15, 13, 11, 9, 5, 2, 7, 2, 1, 1, 7, 1, 1, 3, 1, 10, 1, 1, 15, 7, 1, 1, 1, 1, 5
1, 12, 9, 3, 15, 15, 1, 2, 6, 3, 1, 1, 1, 1, 1, 1, 10, 1, 1, 15, 5, 6, 1, 1, 1, 1
1, 2, 4, 9, 5, 6, 2, 3, 3, 1, 1, 1, 10, 1, 2, 5, 3, 1, 7, 3, 1, 1, 9, 1, 1, 1
1, 11, 1, 7, 13, 9, 9, 9, 7, 9, 1, 15, 15, 9, 1, 3, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1
1, 9, 5, 2, 3, 3, 1, 3, 2, 2, 1, 1, 9, 1, 3, 1, 3, 1, 1, 9, 1, 5, 1, 6, 3, 1
1, 2, 11, 1, 1, 15, 14, 3, 15, 1, 3, 1, 1, 1, 1, 1, 1, 1, 15, 1, 1, 1, 5, 1, 1, 1
1, 11, 9, 1, 3, 7, 3, 9, 3, 1, 1, 9, 1, 9, 15, 1, 2, 1, 1, 1, 1, 1, 1, 10, 1, 1
2, 3, 8, 5, 5, 5, 12, 6, 4, 2, 2, 2, 2, 2, 2, 2, 12, 2, 2, 2, 2, 2, 2, 2, 2, 12
2, 0, 9, 5, 10, 1, 7, 2, 5, 4, 2, 10, 2, 6, 10, 2, 2, 2, 9, 2, 12, 5, 2, 5, 10, 2
2, 2, 12, 9, 14, 6, 10, 2, 12, 2, 2, 12, 10, 12, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 12, 2
2, 12, 4, 11, 5, 5, 2, 4, 10, 2, 2, 2, 5, 2, 7, 2, 2, 2, 2, 2, 7, 5, 2, 2, 2, 2
2, 1, 11, 2, 12, 14, 9, 4, 9, 2, 2, 13, 2, 4, 9, 2, 2, 13, 2, 2, 10, 7, 1, 2, 2, 2
2, 8, 0, 15, 9, 5, 10, 14, 2, 2, 4, 2, 2, 10, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 5, 6
2, 9, 2, 12, 13, 4, 2, 10, 5, 1, 5, 12, 1, 9, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
2, 4, 15, 2, 0, 2, 12, 0, 12, 2, 2, 2, 7, 14, 5, 2, 5, 5, 9, 2, 5, 2, 5, 14, 2, 2
2, 5, 1, 5, 5, 12, 10, 9, 2, 2, 2, 2, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 5, 2, 2
2, 2, 4, 14, 9, 1, 10, 5, 5, 2, 2, 10, 2, 2, 7, 2, 2, 2, 5, 12, 5, 2, 1, 2, 2, 9
2, 2, 2, 5, 5, 9, 2, 2, 13, 2, 10, 2, 5, 2, 5, 2, 2, 12, 2, 2, 10, 1, 5, 2, 2, 4
2, 3, 0, 2, 6, 7, 10, 7, 1, 1, 6, 2, 2, 2, 10, 2, 2, 2, 2, 2, 2, 2, 7, 2, 2, 2
2, 3, 13, 2, 9, 2, 7, 6, 2, 2, 2, 2, 14, 2, 10, 10, 2, 2, 2, 2, 2, 2, 2, 2, 2, 5
2, 8, 9, 5, 2, 1, 4, 13, 12, 9, 2, 6, 2, 13, 2, 2, 2, 2, 2, 2, 2, 2, 2, 12, 2, 2
2, 2, 2, 5, 2, 12, 13, 2, 2, 5, 9, 2, 2, 2, 2, 2, 2, 2, 5, 2, 2, 14, 12, 2, 2, 1
3, 9, 9, 7, 11, 3, 3, 1, 3, 3, 15, 11, 11, 3, 11, 9, 3, 11, 11, 3, 3, 1, 3, 3, 3, 3
3, 11, 15, 11, 11, 11, 3, 3, 3, 3, 3, 9, 3, 3, 3, 3, 3, 3, 3, 3, 15, 3, 5, 3, 5, 3
3, 11, 2, 3, 3, 11, 15, 7, 3, 11, 3, 1, 9, 11, 3, 3, 3, 3, 3, 3, 3, 3, 11, 9, 3, 3
3, 15, 3, 11, 15, 3, 3, 11, 7, 15, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1, 3, 3, 3, 3, 3
3, 6, 11, 5, 1, 3, 9, 9, 3, 3, 3, 3, 3, 1, 9, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1, 3
3, 2, 9, 3, 3, 3, 11, 11, 3, 3, 3, 9, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3
3, 11, 5, 11, 3, 5, 15, 1, 1, 3, 3, 3, 15, 3, 3, 3, 3, 3, 3, 1, 11, 3, 3, 3, 3, 3
3, 3, 3, 3, 9, 11, 15, 15, 9, 3, 11, 11, 3, 15, 9, 3, 3, 3, 3, 3, 3, 15, 3, 3, 9, 3
3, 9, 11, 3, 1, 15, 3, 1, 3, 9, 3, 11, 15, 15, 3, 1, 11, 1, 3, 3, 3, 3, 3, 11, 1, 3
3, 11, 11, 9, 6, 3, 2, 7, 3, 5, 3, 3, 3, 3, 3, 3, 3, 3, 3, 5, 1, 3, 3, 3, 3, 3
3, 11, 11, 11, 3, 11, 5, 11, 3, 3, 3, 1, 3, 1, 3, 3, 3, 3, 3, 3, 3, 3, 11, 3, 3, 3
3, 10, 3, 3, 1, 11, 15, 1, 3, 3, 9, 3, 3, 5, 11, 3, 3, 3, 3, 11, 3, 3, 3, 3, 3, 3
3, 11, 2, 11, 11, 3, 3, 15, 9, 11, 3, 3, 3, 9, 1, 3, 5, 15, 3, 3, 11, 3, 3, 3, 1, 11
3, 9, 3, 3, 3, 1, 3, 3, 3, 3, 3, 3, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1, 3, 3
3, 3, 5, 3, 11, 5, 11, 1, 5, 13, 7, 15, 3, 9, 3, 11, 3, 3, 3, 3, 3, 3, 3, 9, 3, 1
4, 8, 8, 14, 0, 14, 0, 4, 0, 14, 4, 4, 4, 12, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4
