ground_truth, iters1, iters2, iters3, iters4, iters5, iters6, iters7, iters8, iters9, iters10, iters11, iters12, iters13, iters14, iters15, iters16, iters17, iters18, iters19, iters20, iters21, iters22, iters23, iters24, iters25
0, 14, 20, 10, 14, 10, 20, 0, 0, 0, 0, 0, 27, 0, 0, 0, 19, 16, 0, 10, 31, 16, 0, 0, 0, 0
0, 0, 19, 14, 11, 11, 0, 20, 0, 0, 17, 12, 12, 0, 0, 0, 0, 10, 16, 0, 27, 12, 19, 20, 0, 0
0, 26, 1, 26, 18, 19, 11, 14, 0, 12, 0, 10, 0, 0, 16, 19, 17, 12, 0, 0, 0, 27, 31, 0, 0, 0
0, 19, 26, 0, 28, 28, 17, 0, 12, 3, 14, 20, 19, 31, 10, 0, 0, 10, 0, 27, 0, 0, 14, 0, 0, 8
0, 13, 14, 0, 19, 19, 19, 16, 0, 19, 2, 0, 0, 28, 12, 27, 16, 0, 0, 16, 0, 19, 0, 0, 31, 20
0, 6, 19, 16, 14, 0, 30, 0, 7, 18, 0, 11, 0, 0, 27, 10, 0, 16, 0, 3, 0, 0, 20, 16, 0, 0
0, 19, 19, 3, 0, 7, 27, 30, 0, 0, 18, 10, 20, 0, 14, 0, 16, 10, 23, 0, 0, 0, 0, 0, 0, 12
0, 22, 3, 0, 19, 0, 17, 4, 9, 27, 0, 31, 8, 0, 19, 19, 0, 0, 16, 0, 0, 12, 0, 0, 0, 0
0, 10, 0, 10, 0, 23, 10, 0, 10, 31, 28, 3, 0, 30, 8, 19, 0, 0, 0, 20, 10, 0, 0, 0, 0, 0
0, 3, 26, 19, 19, 21, 18, 16, 18, 19, 22, 27, 0, 16, 20, 19, 27, 16, 19, 0, 0, 0, 0, 27, 0, 19
0, 5, 19, 21, 8, 14, 0, 13, 0, 3, 19, 19, 27, 0, 20, 10, 0, 16, 10, 0, 10, 18, 0, 0, 0, 20
0, 0, 6, 15, 15, 25, 0, 26, 28, 16, 10, 27, 19, 12, 16, 0, 16, 8, 16, 0, 20, 0, 10, 0, 0, 0
0, 0, 14, 19, 16, 14, 18, 10, 31, 0, 10, 27, 0, 0, 16, 0, 19, 0, 19, 14, 10, 0, 0, 0, 8, 0
0, 3, 26, 15, 2, 27, 26, 13, 27, 27, 10, 19, 3, 20, 19, 0, 0, 27, 12, 0, 0, 27, 8, 0, 0, 28
0, 6, 29, 12, 27, 19, 27, 19, 19, 19, 20, 0, 0, 12, 12, 0, 30, 3, 0, 0, 8, 0, 10, 20, 0, 19
1, 3, 5, 20, 7, 1, 21, 21, 21, 13, 1, 23, 9, 17, 3, 1, 1, 1, 1, 3, 9, 1, 1, 13, 1, 1
1, 19, 1, 17, 24, 9, 9, 9, 1, 1, 1, 1, 1, 20, 1, 1, 1, 1, 1, 1, 1, 1, 1, 15, 25, 3
1, 3, 21, 25, 23, 23, 29, 3, 9, 9, 1, 1, 1, 1, 1, 1, 15, 1, 1, 15, 27, 1, 15, 1, 1, 23
1, 19, 19, 1, 13, 1, 9, 24, 23, 1, 1, 1, 15, 15, 1, 1, 1, 1, 9, 13, 5, 1, 1, 13, 1, 1
1, 29, 5, 25, 13, 13, 11, 21, 1, 13, 21, 19, 21, 7, 1, 1, 23, 1, 1, 29, 1, 1, 1, 1, 9, 3
1, 5, 25, 1, 13, 17, 23, 23, 1, 1, 23, 9, 1, 1, 21, 21, 1, 13, 1, 1, 1, 1, 1, 17, 1, 21
1, 13, 5, 1, 23, 1, 7, 21, 9, 1, 1, 1, 1, 25, 1, 1, 1, 1, 21, 1, 21, 9, 1, 15, 13, 1
1, 3, 5, 21, 1, 15, 19, 1, 3, 17, 1, 1, 1, 1, 19, 13, 1, 1, 1, 1, 15, 1, 25, 9, 1, 1
1, 5, 13, 9, 1, 3, 1, 5, 20, 1, 21, 21, 15, 13, 20, 3, 1, 9, 3, 1, 25, 1, 1, 20, 21, 9
1, 17, 21, 3, 3, 13, 13, 9, 9, 15, 1, 1, 1, 1, 1, 9, 25, 11, 1, 1, 1, 1, 1, 1, 1, 1
1, 5, 4, 8, 9, 1, 9, 1, 1, 23, 20, 24, 15, 27, 1, 1, 25, 1, 25, 1, 1, 1, 1, 1, 1, 15
1, 19, 2, 23, 21, 1, 23, 21, 1, 1, 3, 13, 21, 1, 1, 1, 7, 1, 25, 1, 1, 17, 9, 1, 13, 1
1, 0, 1, 8, 21, 20, 1, 21, 25, 8, 24, 1, 23, 1, 20, 3, 1, 1, 25, 1, 1, 1, 9, 9, 1, 1
1, 26, 5, 13, 15, 1, 9, 21, 23, 9, 1, 17, 1, 1, 1, 1, 1, 1, 1, 1, 1, 21, 1, 13, 1, 13
1, 19, 3, 8, 29, 1, 3, 23, 21, 1, 1, 29, 23, 13, 15, 1, 9, 15, 1, 29, 1, 25, 1, 1, 1, 1
2, 14, 6, 18, 18, 31, 2, 14, 2, 2, 2, 2, 2, 16, 31, 26, 31, 28, 18, 2, 2, 2, 18, 2, 2, 2
2, 19, 2, 2, 2, 23, 4, 31, 4, 12, 31, 26, 18, 2, 2, 26, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
2, 13, 22, 10, 22, 2, 2, 4, 2, 27, 2, 4, 2, 2, 2, 2, 2, 2, 4, 2, 2, 2, 28, 2, 22, 2
2, 0, 6, 28, 15, 26, 30, 7, 22, 14, 2, 28, 31, 26, 2, 2, 2, 4, 2, 18, 2, 30, 22, 4, 31, 2
2, 29, 27, 4, 18, 10, 2, 26, 18, 22, 10, 14, 4, 2, 28, 2, 2, 26, 2, 2, 2, 4, 2, 2, 2, 2
2, 19, 30, 19, 4, 2, 22, 24, 2, 18, 2, 4, 2, 26, 2, 2, 10, 26, 2, 2, 26, 2, 12, 2, 4, 2
2, 3, 5, 2, 2, 26, 26, 4, 31, 18, 4, 10, 10, 18, 2, 2, 22, 2, 2, 4, 2, 2, 8, 4, 2, 2
2, 6, 16, 19, 26, 2, 31, 2, 16, 2, 2, 2, 2, 28, 2, 2, 18, 22, 2, 2, 22, 2, 2, 4, 2, 26
2, 6, 6, 14, 4, 2, 28, 2, 22, 28, 4, 31, 28, 2, 2, 2, 4, 2, 2, 2, 2, 4, 2, 2, 2, 2
2, 6, 4, 18, 22, 10, 22, 2, 2, 26, 2, 2, 10, 14, 2, 26, 22, 2, 18, 2, 2, 2, 2, 2, 2, 2
